country,time,life_expectancy
stbar,1855,
shn,1855,
stmar,1855,
spm,1855,
sjm,1855,
tkl,1855,
ussr,1855,
korea_union,1855,
wlf,1855,
deu_west,1855,
yug,1855,
ala,1855,
afg,1856,27.64
alb,1856,35.4
dza,1856,28.82
and,1856,
ago,1856,26.98
atg,1856,33.54
arg,1856,33.2
arm,1856,34
abw,1856,34.42
aus,1856,34.05
aut,1856,34.4
aze,1856,29.17
bhs,1856,35.18
bhr,1856,30.3
bgd,1856,25.5
brb,1856,32.12
blr,1856,36.2
bel,1856,40.92
blz,1856,26.5
ben,1856,31
bmu,1856,
btn,1856,28.8
bol,1856,33
bih,1856,35.1
bwa,1856,33.6
bra,1856,31.99
brn,1856,29.2
bgr,1856,38.26
bfa,1856,29.2
bdi,1856,31.5
khm,1856,35
cmr,1856,28.75
can,1856,41.33
cpv,1856,33.8
cym,1856,
caf,1856,30
tcd,1856,30.9
chl,1856,32
chn,1856,26
col,1856,32
com,1856,32.1
cod,1856,31.6
cog,1856,32.7
cri,1856,30.21
civ,1856,31.16
hrv,1856,36.1
cub,1856,36.54
cyp,1856,38.51
cze,1856,34.95
dnk,1856,46.78
dji,1856,29.9
dma,1856,
dom,1856,29.9
ecu,1856,32.9
egy,1856,33
slv,1856,28.7
gnq,1856,29.8
eri,1856,30.2
est,1856,39.33
eth,1856,29.7
fji,1856,26.1
fin,1856,29.96
fra,1856,40.18
gab,1856,30.6
gmb,1856,28.8
geo,1856,31.87
deu,1856,38.37
gha,1856,28
grc,1856,36.6
grl,1856,33.87
grd,1856,37.3
gtm,1856,25.81
gin,1856,30.08
gnb,1856,32
guy,1856,31.12
hti,1856,29
hnd,1856,33.9
hkg,1856,34.9
hun,1856,36
isl,1856,42.34
ind,1856,25.44
idn,1856,30
irn,1856,25.6
irq,1856,31.2
irl,1856,38.3
isr,1856,32
ita,1856,29.69
jam,1856,34.2
jpn,1856,36.42
jor,1856,31.7
kaz,1856,26.2
ken,1856,25.5
kir,1856,24.9
kwt,1856,26
kgz,1856,23.94
lao,1856,31.9
lva,1856,33
lbn,1856,29.7
lso,1856,32.8
lbr,1856,31.1
lby,1856,33.1
ltu,1856,28.9
lux,1856,36.9
mac,1856,34.7
mkd,1856,36.1
mdg,1856,30.5
mwi,1856,30.3
mys,1856,30.6
mdv,1856,32.65
mli,1856,26.41
mlt,1856,28.7
mhl,1856,
mrt,1856,32
mus,1856,17.55
mex,1856,26.9
fsm,1856,26.7
mda,1856,33.15
mco,1856,
mng,1856,31.8
mne,1856,35.4
mar,1856,33.1
moz,1856,30.28
mmr,1856,30.8
nam,1856,32.4
nru,1856,
npl,1856,32.8
nld,1856,38.39
nzl,1856,34.05
nic,1856,25.4
ner,1856,30.8
nga,1856,30.4
prk,1856,26
nor,1856,50.37
omn,1856,32.3
pak,1856,25.8
plw,1856,
pan,1856,32.9
png,1856,31.5
pry,1856,35.5
per,1856,35.7
phl,1856,30.9
pol,1856,35.9
prt,1856,35.6
pri,1856,30.43
qat,1856,30.8
rou,1856,35.7
rus,1856,29
rwa,1856,31.8
wsm,1856,25.4
smr,1856,
stp,1856,31
sau,1856,32.1
sen,1856,25.2
srb,1856,35.5
syc,1856,37
sle,1856,25.1
sgp,1856,34
svk,1856,36.4
svn,1856,36.6
slb,1856,25.1
som,1856,29.4
zaf,1856,33.5
kor,1856,25.8
ssd,1856,26.67
esp,1856,29.5
lka,1856,32.6
kna,1856,
lca,1856,28.01
vct,1856,25.99
sdn,1856,31.4
sur,1856,32.9
swz,1856,32.3
swe,1856,42.14
che,1856,38
syr,1856,31.1
twn,1856,28.3
tjk,1856,24.24
tza,1856,32.2
tha,1856,30.4
tls,1856,28.95
tgo,1856,31.3
ton,1856,28.2
tto,1856,38.8
tun,1856,28.8
tur,1856,35
tkm,1856,24
tca,1856,
tuv,1856,
uga,1856,25.3
ukr,1856,36.6
are,1856,30.7
gbr,1856,43.25
usa,1856,39.41
ury,1856,32.9
uzb,1856,26.93
vut,1856,24.3
ven,1856,32.2
vnm,1856,32
pse,1856,32.1
yem,1856,23.39
zmb,1856,32.6
zwe,1856,33.7
guf,1856,30.5
pyf,1856,25.6
glp,1856,27.66
gum,1856,27.5
mtq,1856,30.15
myt,1856,32.5
ant,1856,34.41
ncl,1856,26
reu,1856,33
vir,1856,33.4
esh,1856,34.75
akr_a_dhe,1856,
asm,1856,
aia,1856,
vgb,1856,
chanisl,1856,
cxr,1856,
cck,1856,
cok,1856,
cheslo,1856,
deu_east,1856,
eri_a_eth,1856,
fro,1856,
flk,1856,
gib,1856,
gbg,1856,
hos,1856,
gbm,1856,
jey,1856,
kos,1856,
lie,1856,
msr,1856,
niu,1856,
nfk,1856,
yem_north,1856,
mnp,1856,
pcn,1856,
scg,1856,
scg_ex_kos,1856,
yem_south,1856,
stbar,1856,
shn,1856,
stmar,1856,
spm,1856,
sjm,1856,
tkl,1856,
ussr,1856,
korea_union,1856,
wlf,1856,
deu_west,1856,
yug,1856,
ala,1856,
afg,1857,27.63
alb,1857,35.4
dza,1857,28.82
and,1857,
ago,1857,26.98
atg,1857,33.54
arg,1857,33.2
arm,1857,34
abw,1857,34.42
aus,1857,34.05
aut,1857,34.4
aze,1857,29.17
bhs,1857,35.18
bhr,1857,30.3
bgd,1857,25.5
brb,1857,32.12
blr,1857,36.2
bel,1857,40.49
blz,1857,26.5
ben,1857,31
bmu,1857,
btn,1857,28.8
bol,1857,33
bih,1857,35.1
bwa,1857,33.6
bra,1857,31.99
brn,1857,29.2
bgr,1857,38.31
bfa,1857,29.2
bdi,1857,31.5
khm,1857,35
cmr,1857,28.75
can,1857,41.38
cpv,1857,33.8
cym,1857,
caf,1857,30
tcd,1857,30.9
chl,1857,32
chn,1857,26.71
col,1857,32
com,1857,32.1
cod,1857,31.6
cog,1857,32.7
cri,1857,30.21
civ,1857,31.16
hrv,1857,36.1
cub,1857,36.56
cyp,1857,38.51
cze,1857,34.95
dnk,1857,42.49
dji,1857,29.9
dma,1857,
dom,1857,29.9
ecu,1857,32.9
egy,1857,33
slv,1857,28.7
gnq,1857,29.8
eri,1857,30.2
est,1857,39.25
eth,1857,29.7
fji,1857,26.1
fin,1857,30.12
fra,1857,39.59
gab,1857,30.6
gmb,1857,28.8
geo,1857,31.87
deu,1857,38.37
gha,1857,28
grc,1857,36.6
grl,1857,33.87
grd,1857,37.3
gtm,1857,25.81
gin,1857,30.09
gnb,1857,32
guy,1857,31.12
hti,1857,29
hnd,1857,33.9
hkg,1857,34.9
hun,1857,36
isl,1857,39.49
ind,1857,25.44
idn,1857,30
irn,1857,25.6
irq,1857,31.2
irl,1857,38.3
isr,1857,32
ita,1857,29.69
jam,1857,34.2
jpn,1857,36.42
jor,1857,31.7
kaz,1857,26.2
ken,1857,25.5
kir,1857,24.9
kwt,1857,26
kgz,1857,23.94
lao,1857,31.9
lva,1857,33
lbn,1857,29.7
lso,1857,32.8
lbr,1857,31.1
lby,1857,33.1
ltu,1857,28.9
lux,1857,36.9
mac,1857,34.7
mkd,1857,36.1
mdg,1857,30.5
mwi,1857,30.3
mys,1857,30.6
mdv,1857,32.65
mli,1857,26.41
mlt,1857,28.7
mhl,1857,
mrt,1857,32
mus,1857,36.58
mex,1857,26.9
fsm,1857,26.7
mda,1857,33.15
mco,1857,
mng,1857,31.8
mne,1857,35.4
mar,1857,33.1
moz,1857,30.28
mmr,1857,30.8
nam,1857,32.4
nru,1857,
npl,1857,32.8
nld,1857,35.46
nzl,1857,34.05
nic,1857,25.4
ner,1857,30.8
nga,1857,30.4
prk,1857,26
nor,1857,50.22
omn,1857,32.3
pak,1857,25.8
plw,1857,
pan,1857,32.9
png,1857,31.5
pry,1857,35.5
per,1857,35.7
phl,1857,30.9
pol,1857,35.9
prt,1857,35.6
pri,1857,30.43
qat,1857,30.8
rou,1857,35.7
rus,1857,29.57
rwa,1857,31.8
wsm,1857,25.4
smr,1857,
stp,1857,31
sau,1857,32.1
sen,1857,25.2
srb,1857,35.5
syc,1857,37
sle,1857,25.1
sgp,1857,34
svk,1857,36.4
svn,1857,36.6
slb,1857,25.1
som,1857,29.4
zaf,1857,33.5
kor,1857,25.8
ssd,1857,26.67
esp,1857,29.5
lka,1857,32.6
kna,1857,
lca,1857,28.01
vct,1857,25.99
sdn,1857,31.4
sur,1857,32.9
swz,1857,32.3
swe,1857,34.64
che,1857,38
syr,1857,31.1
twn,1857,28.3
tjk,1857,24.24
tza,1857,32.2
tha,1857,30.4
tls,1857,28.95
tgo,1857,31.3
ton,1857,28.2
tto,1857,38.8
tun,1857,28.8
tur,1857,35
tkm,1857,24
tca,1857,
tuv,1857,
uga,1857,25.3
ukr,1857,36.6
are,1857,30.7
gbr,1857,41.88
usa,1857,39.41
ury,1857,32.9
uzb,1857,26.93
vut,1857,24.3
ven,1857,32.2
vnm,1857,32
pse,1857,32.1
yem,1857,23.39
zmb,1857,32.6
zwe,1857,33.7
guf,1857,30.5
pyf,1857,25.6
glp,1857,27.66
gum,1857,27.5
mtq,1857,30.15
myt,1857,32.5
ant,1857,34.41
ncl,1857,26
reu,1857,33
vir,1857,33.4
esh,1857,34.75
akr_a_dhe,1857,
asm,1857,
aia,1857,
vgb,1857,
chanisl,1857,
cxr,1857,
cck,1857,
cok,1857,
cheslo,1857,
deu_east,1857,
eri_a_eth,1857,
fro,1857,
flk,1857,
gib,1857,
gbg,1857,
hos,1857,
gbm,1857,
jey,1857,
kos,1857,
lie,1857,
msr,1857,
niu,1857,
nfk,1857,
yem_north,1857,
mnp,1857,
pcn,1857,
scg,1857,
scg_ex_kos,1857,
yem_south,1857,
stbar,1857,
shn,1857,
stmar,1857,
spm,1857,
sjm,1857,
tkl,1857,
ussr,1857,
korea_union,1857,
wlf,1857,
deu_west,1857,
yug,1857,
ala,1857,
afg,1858,27.62
alb,1858,35.4
dza,1858,28.82
and,1858,
ago,1858,26.98
atg,1858,33.54
arg,1858,33.2
arm,1858,34
abw,1858,34.42
aus,1858,34.05
aut,1858,34.4
aze,1858,29.17
bhs,1858,35.18
bhr,1858,30.3
bgd,1858,25.5
brb,1858,32.12
blr,1858,36.2
bel,1858,40.18
blz,1858,26.5
ben,1858,31
bmu,1858,
btn,1858,28.8
bol,1858,33
bih,1858,35.1
bwa,1858,33.6
bra,1858,31.99
brn,1858,29.2
bgr,1858,38.35
bfa,1858,29.2
bdi,1858,31.5
khm,1858,35
cmr,1858,28.75
can,1858,41.43
cpv,1858,33.8
cym,1858,
caf,1858,30
tcd,1858,30.9
chl,1858,32
chn,1858,27.43
col,1858,32
com,1858,32.1
cod,1858,31.6
cog,1858,32.7
cri,1858,30.21
civ,1858,31.16
hrv,1858,36.1
cub,1858,36.58
cyp,1858,38.51
cze,1858,34.95
dnk,1858,40.04
dji,1858,29.9
dma,1858,
dom,1858,29.9
ecu,1858,32.9
egy,1858,33
slv,1858,28.7
gnq,1858,29.8
eri,1858,30.2
est,1858,39.17
eth,1858,29.7
fji,1858,26.1
fin,1858,33.81
fra,1858,39.67
gab,1858,30.6
gmb,1858,28.8
geo,1858,31.87
deu,1858,38.37
gha,1858,28
grc,1858,36.6
grl,1858,33.87
grd,1858,37.3
gtm,1858,25.81
gin,1858,30.1
gnb,1858,32
guy,1858,31.12
hti,1858,29
hnd,1858,33.9
hkg,1858,34.9
hun,1858,36
isl,1858,34.84
ind,1858,25.44
idn,1858,30
irn,1858,25.6
irq,1858,31.2
irl,1858,38.3
isr,1858,32
ita,1858,29.69
jam,1858,34.2
jpn,1858,36.42
jor,1858,31.7
kaz,1858,26.2
ken,1858,25.5
kir,1858,24.9
kwt,1858,26
kgz,1858,23.94
lao,1858,31.9
lva,1858,33
lbn,1858,29.7
lso,1858,32.8
lbr,1858,31.1
lby,1858,33.1
ltu,1858,28.9
lux,1858,36.9
mac,1858,34.7
mkd,1858,36.1
mdg,1858,30.5
mwi,1858,30.3
mys,1858,30.6
mdv,1858,32.65
mli,1858,26.41
mlt,1858,28.7
mhl,1858,
mrt,1858,32
mus,1858,34.44
mex,1858,26.9
fsm,1858,26.7
mda,1858,33.15
mco,1858,
mng,1858,31.8
mne,1858,35.4
mar,1858,33.1
moz,1858,30.28
mmr,1858,30.8
nam,1858,32.4
nru,1858,
npl,1858,32.8
nld,1858,34.66
nzl,1858,34.05
nic,1858,25.4
ner,1858,30.8
nga,1858,30.4
prk,1858,26
nor,1858,51.59
omn,1858,32.3
pak,1858,25.8
plw,1858,
pan,1858,32.9
png,1858,31.5
pry,1858,35.5
per,1858,35.7
phl,1858,30.9
pol,1858,35.9
prt,1858,35.6
pri,1858,30.43
qat,1858,30.8
rou,1858,35.7
rus,1858,29.57
rwa,1858,31.8
wsm,1858,25.4
smr,1858,
stp,1858,31
sau,1858,32.1
sen,1858,25.2
srb,1858,35.5
syc,1858,37
sle,1858,25.1
sgp,1858,34
svk,1858,36.4
svn,1858,36.6
slb,1858,25.1
som,1858,29.4
zaf,1858,33.5
kor,1858,25.8
ssd,1858,26.67
esp,1858,29.5
lka,1858,32.6
kna,1858,
lca,1858,28.01
vct,1858,25.99
sdn,1858,31.4
sur,1858,32.9
swz,1858,32.3
swe,1858,42
che,1858,38
syr,1858,31.1
twn,1858,28.3
tjk,1858,24.24
tza,1858,32.2
tha,1858,30.4
tls,1858,28.95
tgo,1858,31.3
ton,1858,28.2
tto,1858,38.8
tun,1858,28.8
tur,1858,35
tkm,1858,24
tca,1858,
tuv,1858,
uga,1858,25.3
ukr,1858,36.6
are,1858,30.7
gbr,1858,40.04
usa,1858,39.41
ury,1858,32.9
uzb,1858,26.93
vut,1858,24.3
ven,1858,32.2
vnm,1858,32
pse,1858,32.1
yem,1858,23.39
zmb,1858,32.6
zwe,1858,33.7
guf,1858,30.5
pyf,1858,25.6
glp,1858,27.66
gum,1858,27.5
mtq,1858,30.15
myt,1858,32.5
ant,1858,34.41
ncl,1858,26
reu,1858,33
vir,1858,33.4
esh,1858,34.75
akr_a_dhe,1858,
asm,1858,
aia,1858,
vgb,1858,
chanisl,1858,
cxr,1858,
cck,1858,
cok,1858,
cheslo,1858,
deu_east,1858,
eri_a_eth,1858,
fro,1858,
flk,1858,
gib,1858,
gbg,1858,
hos,1858,
gbm,1858,
jey,1858,
kos,1858,
lie,1858,
msr,1858,
niu,1858,
nfk,1858,
yem_north,1858,
mnp,1858,
pcn,1858,
scg,1858,
scg_ex_kos,1858,
yem_south,1858,
stbar,1858,
shn,1858,
stmar,1858,
spm,1858,
sjm,1858,
tkl,1858,
ussr,1858,
korea_union,1858,
wlf,1858,
deu_west,1858,
yug,1858,
ala,1858,
afg,1859,27.61
alb,1859,35.4
dza,1859,28.82
and,1859,
ago,1859,26.98
atg,1859,33.54
arg,1859,33.2
arm,1859,34
abw,1859,34.42
aus,1859,34.05
aut,1859,34.4
aze,1859,29.17
bhs,1859,35.18
bhr,1859,30.3
bgd,1859,25.5
brb,1859,32.12
blr,1859,36.2
bel,1859,38.98
blz,1859,26.5
ben,1859,31
bmu,1859,
btn,1859,28.8
bol,1859,33
bih,1859,35.1
bwa,1859,33.6
bra,1859,31.99
brn,1859,29.2
bgr,1859,38.4
bfa,1859,29.2
bdi,1859,31.5
khm,1859,35
cmr,1859,28.75
can,1859,41.49
cpv,1859,33.8
cym,1859,
caf,1859,30
tcd,1859,30.9
chl,1859,32
chn,1859,28.14
col,1859,32
com,1859,32.1
cod,1859,31.6
cog,1859,32.7
cri,1859,30.21
civ,1859,31.16
hrv,1859,36.1
cub,1859,36.6
cyp,1859,38.51
cze,1859,34.95
dnk,1859,44.42
dji,1859,29.9
dma,1859,
dom,1859,29.9
ecu,1859,32.9
egy,1859,33
slv,1859,28.7
gnq,1859,29.8
eri,1859,30.2
est,1859,39.08
eth,1859,29.7
fji,1859,26.1
fin,1859,38.5
fra,1859,35.26
gab,1859,30.6
gmb,1859,28.8
geo,1859,31.87
deu,1859,38.37
gha,1859,28
grc,1859,36.6
grl,1859,33.87
grd,1859,37.3
gtm,1859,25.81
gin,1859,30.11
gnb,1859,32
guy,1859,31.12
hti,1859,29
hnd,1859,33.9
hkg,1859,34.9
hun,1859,36
isl,1859,29.67
ind,1859,25.44
idn,1859,30
irn,1859,25.6
irq,1859,31.2
irl,1859,38.3
isr,1859,32
ita,1859,29.69
jam,1859,34.2
jpn,1859,36.42
jor,1859,31.7
kaz,1859,26.2
ken,1859,25.5
kir,1859,24.9
kwt,1859,26
kgz,1859,23.94
lao,1859,31.9
lva,1859,33
lbn,1859,29.7
lso,1859,32.8
lbr,1859,31.1
lby,1859,33.1
ltu,1859,28.9
lux,1859,36.9
mac,1859,34.7
mkd,1859,36.1
mdg,1859,30.5
mwi,1859,30.3
mys,1859,30.6
mdv,1859,32.65
mli,1859,26.41
mlt,1859,28.7
mhl,1859,
mrt,1859,32
mus,1859,31.68
mex,1859,26.9
fsm,1859,26.7
mda,1859,33.15
mco,1859,
mng,1859,31.8
mne,1859,35.4
mar,1859,33.1
moz,1859,30.28
mmr,1859,30.8
nam,1859,32.4
nru,1859,
npl,1859,32.8
nld,1859,30.86
nzl,1859,34.05
nic,1859,25.4
ner,1859,30.8
nga,1859,30.4
prk,1859,26
nor,1859,49.93
omn,1859,32.3
pak,1859,25.8
plw,1859,
pan,1859,32.9
png,1859,31.5
pry,1859,35.5
per,1859,35.7
phl,1859,30.9
pol,1859,35.9
prt,1859,35.6
pri,1859,30.43
qat,1859,30.8
rou,1859,35.7
rus,1859,29.57
rwa,1859,31.8
wsm,1859,25.4
smr,1859,
stp,1859,31
sau,1859,32.1
sen,1859,25.2
srb,1859,35.5
syc,1859,37
sle,1859,25.1
sgp,1859,34
svk,1859,36.4
svn,1859,36.6
slb,1859,25.1
som,1859,29.4
zaf,1859,33.5
kor,1859,25.8
ssd,1859,26.67
esp,1859,29.5
lka,1859,32.6
kna,1859,
lca,1859,28.01
vct,1859,25.99
sdn,1859,31.4
sur,1859,32.9
swz,1859,32.3
swe,1859,44.27
che,1859,38
syr,1859,31.1
twn,1859,28.3
tjk,1859,24.24
tza,1859,32.2
tha,1859,30.4
tls,1859,28.95
tgo,1859,31.3
ton,1859,28.2
tto,1859,38.8
tun,1859,28.8
tur,1859,35
tkm,1859,24
tca,1859,
tuv,1859,
uga,1859,25.3
ukr,1859,36.6
are,1859,30.7
gbr,1859,40.84
usa,1859,39.41
ury,1859,32.9
uzb,1859,26.93
vut,1859,24.3
ven,1859,32.2
vnm,1859,32
pse,1859,32.1
yem,1859,23.39
zmb,1859,32.6
zwe,1859,33.7
guf,1859,30.5
pyf,1859,25.6
glp,1859,27.66
gum,1859,27.5
mtq,1859,30.15
myt,1859,32.5
ant,1859,34.41
ncl,1859,26
reu,1859,33
vir,1859,33.4
esh,1859,34.75
akr_a_dhe,1859,
asm,1859,
aia,1859,
vgb,1859,
chanisl,1859,
cxr,1859,
cck,1859,
cok,1859,
cheslo,1859,
deu_east,1859,
eri_a_eth,1859,
fro,1859,
flk,1859,
gib,1859,
gbg,1859,
hos,1859,
gbm,1859,
jey,1859,
kos,1859,
lie,1859,
msr,1859,
niu,1859,
nfk,1859,
yem_north,1859,
mnp,1859,
pcn,1859,
scg,1859,
scg_ex_kos,1859,
yem_south,1859,
stbar,1859,
shn,1859,
stmar,1859,
spm,1859,
sjm,1859,
tkl,1859,
ussr,1859,
korea_union,1859,
wlf,1859,
deu_west,1859,
yug,1859,
ala,1859,
afg,1860,27.6
alb,1860,35.4
dza,1860,28.82
and,1860,
ago,1860,26.98
atg,1860,33.54
arg,1860,33.2
arm,1860,34
abw,1860,34.42
aus,1860,34.05
aut,1860,34.4
aze,1860,29.17
bhs,1860,35.18
bhr,1860,30.3
bgd,1860,25.5
brb,1860,32.12
blr,1860,36.2
bel,1860,45.12
blz,1860,26.5
ben,1860,31
bmu,1860,
btn,1860,28.8
bol,1860,33
bih,1860,35.1
bwa,1860,33.6
bra,1860,31.99
brn,1860,29.2
bgr,1860,38.44
bfa,1860,29.2
bdi,1860,31.5
khm,1860,35
cmr,1860,28.75
can,1860,41.54
cpv,1860,33.8
cym,1860,
caf,1860,30
tcd,1860,30.9
chl,1860,32
chn,1860,28.85
col,1860,32
com,1860,32.1
cod,1860,31.6
cog,1860,32.7
cri,1860,30.21
civ,1860,31.16
hrv,1860,36.1
cub,1860,36.24
cyp,1860,38.51
cze,1860,34.95
dnk,1860,45.11
dji,1860,29.9
dma,1860,
dom,1860,29.9
ecu,1860,32.9
egy,1860,33
slv,1860,28.7
gnq,1860,29.8
eri,1860,30.2
est,1860,39
eth,1860,29.7
fji,1860,26.1
fin,1860,38.15
fra,1860,43.33
gab,1860,30.6
gmb,1860,28.8
geo,1860,31.87
deu,1860,38.37
gha,1860,28
grc,1860,36.6
grl,1860,33.87
grd,1860,37.3
gtm,1860,25.81
gin,1860,30.12
gnb,1860,32
guy,1860,31.12
hti,1860,29
hnd,1860,33.9
hkg,1860,34.9
hun,1860,36
isl,1860,19.76
ind,1860,23
idn,1860,30
irn,1860,25.6
irq,1860,31.2
irl,1860,38.56
isr,1860,32
ita,1860,29.69
jam,1860,34.2
jpn,1860,36.42
jor,1860,31.7
kaz,1860,26.2
ken,1860,25.5
kir,1860,24.9
kwt,1860,26
kgz,1860,23.94
lao,1860,31.9
lva,1860,33
lbn,1860,29.7
lso,1860,32.8
lbr,1860,31.1
lby,1860,33.1
ltu,1860,28.9
lux,1860,36.9
mac,1860,34.7
mkd,1860,36.1
mdg,1860,30.5
mwi,1860,30.3
mys,1860,30.6
mdv,1860,32.65
mli,1860,26.41
mlt,1860,28.7
mhl,1860,
mrt,1860,32
mus,1860,30.96
mex,1860,26.9
fsm,1860,26.7
mda,1860,33.15
mco,1860,
mng,1860,31.8
mne,1860,35.4
mar,1860,33.1
moz,1860,30.28
mmr,1860,30.8
nam,1860,32.4
nru,1860,
npl,1860,32.8
nld,1860,36.91
nzl,1860,34.05
nic,1860,25.4
ner,1860,30.8
nga,1860,30.4
prk,1860,26
nor,1860,50
omn,1860,32.3
pak,1860,25.8
plw,1860,
pan,1860,32.9
png,1860,31.5
pry,1860,35.5
per,1860,35.7
phl,1860,30.9
pol,1860,35.9
prt,1860,35.6
pri,1860,30.43
qat,1860,30.8
rou,1860,35.7
rus,1860,29.57
rwa,1860,31.8
wsm,1860,25.4
smr,1860,
stp,1860,31
sau,1860,32.1
sen,1860,25.2
srb,1860,35.5
syc,1860,37
sle,1860,25.1
sgp,1860,34
svk,1860,36.4
svn,1860,36.6
slb,1860,25.1
som,1860,29.4
zaf,1860,33.5
kor,1860,25.8
ssd,1860,26.67
esp,1860,29.5
lka,1860,32.6
kna,1860,
lca,1860,28.01
vct,1860,25.99
sdn,1860,31.4
sur,1860,32.9
swz,1860,32.3
swe,1860,48.47
che,1860,38
syr,1860,31.1
twn,1860,28.3
tjk,1860,24.24
tza,1860,32.2
tha,1860,30.4
tls,1860,28.95
tgo,1860,31.3
ton,1860,28.2
tto,1860,38.8
tun,1860,28.8
tur,1860,35
tkm,1860,24
tca,1860,
tuv,1860,
uga,1860,25.3
ukr,1860,36.6
are,1860,30.7
gbr,1860,43.01
usa,1860,39.41
ury,1860,32.9
uzb,1860,26.93
vut,1860,24.3
ven,1860,32.2
vnm,1860,32
pse,1860,32.1
yem,1860,23.39
zmb,1860,32.6
zwe,1860,33.7
guf,1860,30.5
pyf,1860,25.6
glp,1860,27.66
gum,1860,27.5
mtq,1860,30.15
myt,1860,32.5
ant,1860,34.41
ncl,1860,26
reu,1860,33
vir,1860,33.4
esh,1860,34.75
akr_a_dhe,1860,
asm,1860,
aia,1860,
vgb,1860,
chanisl,1860,
cxr,1860,
cck,1860,
cok,1860,
cheslo,1860,
deu_east,1860,
eri_a_eth,1860,
fro,1860,
flk,1860,
gib,1860,
gbg,1860,
hos,1860,
gbm,1860,
jey,1860,
kos,1860,
lie,1860,
msr,1860,
niu,1860,
nfk,1860,
yem_north,1860,
mnp,1860,
pcn,1860,
scg,1860,
scg_ex_kos,1860,
yem_south,1860,
stbar,1860,
shn,1860,
stmar,1860,
spm,1860,
sjm,1860,
tkl,1860,
ussr,1860,
korea_union,1860,
wlf,1860,
deu_west,1860,
yug,1860,
ala,1860,
afg,1861,27.59
alb,1861,35.4
dza,1861,28.82
and,1861,
ago,1861,26.98
atg,1861,33.54
arg,1861,33.2
arm,1861,34
abw,1861,34.42
aus,1861,34.05
aut,1861,34.4
aze,1861,29.17
bhs,1861,35.18
bhr,1861,30.3
bgd,1861,25.5
brb,1861,32.12
blr,1861,36.2
bel,1861,41.27
blz,1861,26.5
ben,1861,31
bmu,1861,
btn,1861,28.8
bol,1861,33
bih,1861,35.1
bwa,1861,33.6
bra,1861,31.99
brn,1861,29.2
bgr,1861,38.48
bfa,1861,29.2
bdi,1861,31.5
khm,1861,35
cmr,1861,28.75
can,1861,41.6
cpv,1861,33.8
cym,1861,
caf,1861,30
tcd,1861,30.9
chl,1861,32
chn,1861,29.56
col,1861,32
com,1861,32.1
cod,1861,31.6
cog,1861,32.7
cri,1861,30.21
civ,1861,31.16
hrv,1861,36.1
cub,1861,35.88
cyp,1861,38.51
cze,1861,34.95
dnk,1861,47.65
dji,1861,29.9
dma,1861,
dom,1861,29.9
ecu,1861,32.9
egy,1861,33
slv,1861,28.7
gnq,1861,29.8
eri,1861,30.2
est,1861,37.39
eth,1861,29.7
fji,1861,26.1
fin,1861,38.02
fra,1861,40.45
gab,1861,30.6
gmb,1861,28.8
geo,1861,31.87
deu,1861,38.37
gha,1861,28
grc,1861,36.6
grl,1861,33.87
grd,1861,37.3
gtm,1861,25.81
gin,1861,30.13
gnb,1861,32
guy,1861,31.12
hti,1861,29
hnd,1861,33.9
hkg,1861,34.9
hun,1861,36
isl,1861,27.09
ind,1861,22
idn,1861,30
irn,1861,25.6
irq,1861,31.2
irl,1861,38.83
isr,1861,32
ita,1861,29.69
jam,1861,34.2
jpn,1861,36.42
jor,1861,31.7
kaz,1861,26.2
ken,1861,25.5
kir,1861,24.9
kwt,1861,26
kgz,1861,23.94
lao,1861,31.9
lva,1861,33.33
lbn,1861,29.7
lso,1861,32.8
lbr,1861,31.1
lby,1861,33.1
ltu,1861,28.9
lux,1861,36.9
mac,1861,34.7
mkd,1861,36.1
mdg,1861,30.5
mwi,1861,30.3
mys,1861,30.6
mdv,1861,32.65
mli,1861,26.41
mlt,1861,28.7
mhl,1861,
mrt,1861,32
mus,1861,31.24
mex,1861,26.9
fsm,1861,26.7
mda,1861,33.15
mco,1861,
mng,1861,31.8
mne,1861,35.4
mar,1861,33.1
moz,1861,30.28
mmr,1861,30.8
nam,1861,32.4
nru,1861,
npl,1861,32.8
nld,1861,36.44
nzl,1861,34.05
nic,1861,25.4
ner,1861,30.8
nga,1861,30.4
prk,1861,26
nor,1861,45.81
omn,1861,32.3
pak,1861,25.8
plw,1861,
pan,1861,32.9
png,1861,31.5
pry,1861,35.5
per,1861,35.7
phl,1861,30.9
pol,1861,35.9
prt,1861,35.6
pri,1861,30.43
qat,1861,30.8
rou,1861,35.7
rus,1861,29.57
rwa,1861,31.8
wsm,1861,25.4
smr,1861,
stp,1861,31
sau,1861,32.1
sen,1861,25.2
srb,1861,35.5
syc,1861,37
sle,1861,25.1
sgp,1861,34
svk,1861,36.4
svn,1861,36.6
slb,1861,25.1
som,1861,29.4
zaf,1861,33.5
kor,1861,25.8
ssd,1861,26.67
esp,1861,29.5
lka,1861,32.6
kna,1861,
lca,1861,28.01
vct,1861,25.99
sdn,1861,31.4
sur,1861,32.9
swz,1861,32.3
swe,1861,47.12
che,1861,38
syr,1861,31.1
twn,1861,28.3
tjk,1861,24.24
tza,1861,32.2
tha,1861,30.4
tls,1861,28.95
tgo,1861,31.3
ton,1861,28.2
tto,1861,38.8
tun,1861,28.8
tur,1861,35
