country,time,life_expectancy
syc,1801,37
sle,1801,25.1
sgp,1801,29.1
svk,1801,36.4
svn,1801,36.6
slb,1801,25.1
som,1801,29.4
zaf,1801,33.5
kor,1801,25.8
ssd,1801,26.67
esp,1801,29.5
lka,1801,32.6
kna,1801,
lca,1801,28.01
vct,1801,25.99
sdn,1801,31.4
sur,1801,32.9
swz,1801,32.3
swe,1801,36.9
che,1801,38
syr,1801,31.1
twn,1801,28.3
tjk,1801,24.24
tza,1801,32.2
tha,1801,30.4
tls,1801,28.95
tgo,1801,31.3
ton,1801,28.2
tto,1801,32.9
tun,1801,28.8
tur,1801,35
tkm,1801,24
tca,1801,
tuv,1801,
uga,1801,25.3
ukr,1801,36.6
are,1801,30.7
gbr,1801,37.35
usa,1801,39.41
ury,1801,32.9
uzb,1801,26.93
vut,1801,24.3
ven,1801,32.2
vnm,1801,32
pse,1801,32.1
yem,1801,23.39
zmb,1801,32.6
zwe,1801,33.7
hrv,1801,36.1
guf,1801,30.5
pyf,1801,25.6
glp,1801,27.66
gum,1801,27.5
mtq,1801,30.15
myt,1801,32.5
ant,1801,34.41
ncl,1801,26
reu,1801,33
vir,1801,33.4
esh,1801,34.75
akr_a_dhe,1801,
asm,1801,
aia,1801,
vgb,1801,
chanisl,1801,
cxr,1801,
cck,1801,
cok,1801,
cheslo,1801,
deu_east,1801,
eri_a_eth,1801,
fro,1801,
flk,1801,
gib,1801,
gbg,1801,
hos,1801,
gbm,1801,
jey,1801,
kos,1801,
lie,1801,
msr,1801,
niu,1801,
nfk,1801,
yem_north,1801,
mnp,1801,
pcn,1801,
scg,1801,
scg_ex_kos,1801,
yem_south,1801,
stbar,1801,
shn,1801,
stmar,1801,
spm,1801,
sjm,1801,
tkl,1801,
ussr,1801,
korea_union,1801,
wlf,1801,
deu_west,1801,
yug,1801,
ala,1801,
afg,1802,28.19
alb,1802,35.4
dza,1802,28.82
and,1802,
ago,1802,26.98
atg,1802,33.54
arg,1802,33.2
arm,1802,34
abw,1802,34.42
aus,1802,34.05
aut,1802,34.4
aze,1802,29.17
bhs,1802,35.18
bhr,1802,30.3
bgd,1802,25.5
brb,1802,32.12
blr,1802,36.2
bel,1802,40.02
blz,1802,26.5
ben,1802,31
bmu,1802,
btn,1802,28.8
bol,1802,33
bih,1802,35.1
bwa,1802,33.6
bra,1802,32
brn,1802,29.2
bgr,1802,35.89
bfa,1802,29.2
bdi,1802,31.5
khm,1802,35
cmr,1802,28.75
can,1802,39
cpv,1802,33.8
cym,1802,
caf,1802,30
tcd,1802,30.9
chl,1802,32
chn,1802,32
col,1802,32
com,1802,32.1
cod,1802,31.6
cog,1802,32.7
cri,1802,30.21
civ,1802,31.16
cub,1802,32.45
cyp,1802,38.5
cze,1802,34.95
dnk,1802,44.37
dji,1802,29.9
dma,1802,
dom,1802,29.9
ecu,1802,32.9
egy,1802,33
slv,1802,28.7
gnq,1802,29.8
eri,1802,30.2
est,1802,35.26
eth,1802,29.7
fji,1802,26.1
fin,1802,39.2
fra,1802,34.38
gab,1802,30.6
gmb,1802,28.8
geo,1802,31.87
deu,1802,38.37
gha,1802,28
grc,1802,36.6
grl,1802,33.87
grd,1802,31.4
gtm,1802,25.8
gin,1802,29.52
gnb,1802,32
guy,1802,31.12
hti,1802,29
hnd,1802,33.9
hkg,1802,34.9
hun,1802,36
isl,1802,27.62
ind,1802,25
idn,1802,30
irn,1802,25.6
irq,1802,31.2
irl,1802,38.3
isr,1802,32
ita,1802,29.69
jam,1802,34.2
jpn,1802,36.4
jor,1802,31.7
kaz,1802,26.2
ken,1802,25.5
kir,1802,24.9
kwt,1802,26
kgz,1802,23.94
lao,1802,31.9
lva,1802,33
lbn,1802,29.7
lso,1802,32.8
lbr,1802,31.1
lby,1802,33.1
ltu,1802,28.9
lux,1802,36.9
mac,1802,34.7
mkd,1802,36.1
mdg,1802,30.5
mwi,1802,30.3
mys,1802,30.6
mdv,1802,32.65
mli,1802,26.41
mlt,1802,28.7
mhl,1802,
mrt,1802,32
mus,1802,28.7
mex,1802,26.9
fsm,1802,26.7
mda,1802,33.15
mco,1802,
mng,1802,31.8
mne,1802,35.4
mar,1802,33.1
moz,1802,30.28
mmr,1802,30.8
nam,1802,32.4
nru,1802,
npl,1802,32.8
nld,1802,39.86
nzl,1802,34.05
nic,1802,25.4
ner,1802,30.8
nga,1802,30.4
prk,1802,26
nor,1802,38.37
omn,1802,32.3
pak,1802,25.8
plw,1802,
pan,1802,32.9
png,1802,31.5
pry,1802,35.5
per,1802,35.7
phl,1802,30.9
pol,1802,35.9
prt,1802,35.6
pri,1802,30.43
qat,1802,30.8
rou,1802,35.7
rus,1802,29.57
rwa,1802,25
wsm,1802,25.4
smr,1802,
stp,1802,31
sau,1802,32.1
sen,1802,25.2
srb,1802,35.5
syc,1802,37
sle,1802,25.1
sgp,1802,29.1
svk,1802,36.4
svn,1802,36.6
slb,1802,25.1
som,1802,29.4
zaf,1802,33.5
kor,1802,25.8
ssd,1802,26.67
esp,1802,29.5
lka,1802,32.6
kna,1802,
lca,1802,28.01
vct,1802,25.99
sdn,1802,31.4
sur,1802,32.9
swz,1802,32.3
swe,1802,40.2
che,1802,38
syr,1802,31.1
twn,1802,28.3
tjk,1802,24.24
tza,1802,32.2
tha,1802,30.4
tls,1802,28.95
tgo,1802,31.3
ton,1802,28.2
tto,1802,32.9
tun,1802,28.8
tur,1802,35
tkm,1802,24
tca,1802,
tuv,1802,
uga,1802,25.3
ukr,1802,36.6
are,1802,30.7
gbr,1802,38.62
usa,1802,39.41
ury,1802,32.9
uzb,1802,26.93
vut,1802,24.3
ven,1802,32.2
vnm,1802,32
pse,1802,32.1
yem,1802,23.39
zmb,1802,32.6
zwe,1802,33.7
hrv,1802,36.1
guf,1802,30.5
pyf,1802,25.6
glp,1802,27.66
gum,1802,27.5
mtq,1802,30.15
myt,1802,32.5
ant,1802,34.41
ncl,1802,26
reu,1802,33
vir,1802,33.4
esh,1802,34.75
akr_a_dhe,1802,
asm,1802,
aia,1802,
vgb,1802,
chanisl,1802,
cxr,1802,
cck,1802,
cok,1802,
cheslo,1802,
deu_east,1802,
eri_a_eth,1802,
fro,1802,
flk,1802,
gib,1802,
gbg,1802,
hos,1802,
gbm,1802,
jey,1802,
kos,1802,
lie,1802,
msr,1802,
niu,1802,
nfk,1802,
yem_north,1802,
mnp,1802,
pcn,1802,
scg,1802,
scg_ex_kos,1802,
yem_south,1802,
stbar,1802,
shn,1802,
stmar,1802,
spm,1802,
sjm,1802,
tkl,1802,
ussr,1802,
korea_union,1802,
wlf,1802,
deu_west,1802,
yug,1802,
ala,1802,
afg,1803,28.18
alb,1803,35.4
dza,1803,28.82
and,1803,
ago,1803,26.98
atg,1803,33.54
arg,1803,33.2
arm,1803,34
abw,1803,34.42
aus,1803,34.05
aut,1803,34.4
aze,1803,29.17
bhs,1803,35.18
bhr,1803,30.3
bgd,1803,25.5
brb,1803,32.12
blr,1803,36.2
bel,1803,40.02
blz,1803,26.5
ben,1803,31
bmu,1803,
btn,1803,28.8
bol,1803,33
bih,1803,35.1
bwa,1803,33.6
bra,1803,32
brn,1803,29.2
bgr,1803,35.93
bfa,1803,29.2
bdi,1803,31.5
khm,1803,35
cmr,1803,28.75
can,1803,39
cpv,1803,33.8
cym,1803,
caf,1803,30
tcd,1803,30.9
chl,1803,32
chn,1803,32
col,1803,32
com,1803,32.1
cod,1803,31.6
cog,1803,32.7
cri,1803,30.21
civ,1803,31.16
cub,1803,32.58
cyp,1803,38.5
cze,1803,34.95
dnk,1803,44.84
dji,1803,29.9
dma,1803,
dom,1803,29.9
ecu,1803,32.9
egy,1803,33
slv,1803,28.7
gnq,1803,29.8
eri,1803,30.2
est,1803,34.82
eth,1803,29.7
fji,1803,26.1
fin,1803,28.53
fra,1803,30.64
gab,1803,30.6
gmb,1803,28.8
geo,1803,31.87
deu,1803,38.37
gha,1803,28
grc,1803,36.6
grl,1803,33.87
grd,1803,31.4
gtm,1803,25.8
gin,1803,29.53
gnb,1803,32
guy,1803,31.12
hti,1803,29
hnd,1803,33.9
hkg,1803,34.9
hun,1803,36
isl,1803,19.6
ind,1803,24
idn,1803,30
irn,1803,25.6
irq,1803,31.2
irl,1803,38.3
isr,1803,32
ita,1803,29.69
jam,1803,34.2
jpn,1803,36.4
jor,1803,31.7
kaz,1803,26.2
ken,1803,25.5
kir,1803,24.9
kwt,1803,26
kgz,1803,23.94
lao,1803,31.9
lva,1803,33
lbn,1803,29.7
lso,1803,32.8
lbr,1803,31.1
lby,1803,33.1
ltu,1803,28.9
lux,1803,36.9
mac,1803,34.7
mkd,1803,36.1
mdg,1803,30.5
mwi,1803,30.3
mys,1803,30.6
mdv,1803,32.65
mli,1803,26.41
mlt,1803,28.7
mhl,1803,
mrt,1803,32
mus,1803,28.7
mex,1803,26.9
fsm,1803,26.7
mda,1803,33.15
mco,1803,
mng,1803,31.8
mne,1803,35.4
mar,1803,33.1
moz,1803,30.28
mmr,1803,30.8
nam,1803,32.4
nru,1803,
npl,1803,32.8
nld,1803,39.86
nzl,1803,34.05
nic,1803,25.4
ner,1803,30.8
nga,1803,30.4
prk,1803,26
nor,1803,38.72
omn,1803,32.3
pak,1803,25.8
plw,1803,
pan,1803,32.9
png,1803,31.5
pry,1803,35.5
per,1803,35.7
phl,1803,30.9
pol,1803,35.9
prt,1803,35.6
pri,1803,30.43
qat,1803,30.8
rou,1803,35.7
rus,1803,29.57
rwa,1803,31.8
wsm,1803,25.4
smr,1803,
stp,1803,31
sau,1803,32.1
sen,1803,25.2
srb,1803,35.5
syc,1803,37
sle,1803,25.1
sgp,1803,29.1
svk,1803,36.4
svn,1803,36.6
slb,1803,25.1
som,1803,29.4
zaf,1803,33.5
kor,1803,25.8
ssd,1803,26.67
esp,1803,29.5
lka,1803,32.6
kna,1803,
lca,1803,28.01
vct,1803,25.99
sdn,1803,31.4
sur,1803,32.9
swz,1803,32.3
swe,1803,40.28
che,1803,38
syr,1803,31.1
twn,1803,28.3
tjk,1803,24.24
tza,1803,32.2
tha,1803,30.4
tls,1803,28.95
tgo,1803,31.3
ton,1803,28.2
tto,1803,32.9
tun,1803,28.8
tur,1803,35
tkm,1803,24
tca,1803,
tuv,1803,
uga,1803,25.3
ukr,1803,36.6
are,1803,30.7
gbr,1803,37.32
usa,1803,39.41
ury,1803,32.9
uzb,1803,26.93
vut,1803,24.3
ven,1803,32.2
vnm,1803,32
pse,1803,32.1
yem,1803,23.39
zmb,1803,32.6
zwe,1803,33.7
hrv,1803,36.1
guf,1803,30.5
pyf,1803,25.6
glp,1803,27.66
gum,1803,27.5
mtq,1803,30.15
myt,1803,32.5
ant,1803,34.41
ncl,1803,26
reu,1803,33
vir,1803,33.4
esh,1803,34.75
akr_a_dhe,1803,
asm,1803,
aia,1803,
vgb,1803,
chanisl,1803,
cxr,1803,
cck,1803,
cok,1803,
cheslo,1803,
deu_east,1803,
eri_a_eth,1803,
fro,1803,
flk,1803,
gib,1803,
gbg,1803,
hos,1803,
gbm,1803,
jey,1803,
kos,1803,
lie,1803,
msr,1803,
niu,1803,
nfk,1803,
yem_north,1803,
mnp,1803,
pcn,1803,
scg,1803,
scg_ex_kos,1803,
yem_south,1803,
stbar,1803,
shn,1803,
stmar,1803,
spm,1803,
sjm,1803,
tkl,1803,
ussr,1803,
korea_union,1803,
wlf,1803,
deu_west,1803,
yug,1803,
ala,1803,
afg,1804,28.17
alb,1804,35.4
dza,1804,28.82
and,1804,
ago,1804,26.98
atg,1804,33.54
arg,1804,33.2
arm,1804,34
abw,1804,34.42
aus,1804,34.05
aut,1804,34.4
aze,1804,29.17
bhs,1804,35.18
bhr,1804,30.3
bgd,1804,25.5
brb,1804,32.12
blr,1804,36.2
bel,1804,40.03
blz,1804,26.5
ben,1804,31
bmu,1804,
btn,1804,28.8
bol,1804,33
bih,1804,35.1
bwa,1804,33.6
bra,1804,32
brn,1804,29.2
bgr,1804,35.98
bfa,1804,29.2
bdi,1804,31.5
khm,1804,35
cmr,1804,28.75
can,1804,39.01
cpv,1804,33.8
cym,1804,
caf,1804,30
tcd,1804,30.9
chl,1804,32
chn,1804,32
col,1804,32
com,1804,32.1
cod,1804,31.6
cog,1804,32.7
cri,1804,30.21
civ,1804,31.16
cub,1804,32.7
cyp,1804,38.5
cze,1804,34.95
dnk,1804,42.83
dji,1804,29.9
dma,1804,
dom,1804,29.9
ecu,1804,32.9
egy,1804,33
slv,1804,28.7
gnq,1804,29.8
eri,1804,30.2
est,1804,34.37
eth,1804,29.7
fji,1804,26.1
fin,1804,35.91
fra,1804,29.38
gab,1804,30.6
gmb,1804,28.8
geo,1804,31.87
deu,1804,38.37
gha,1804,28
grc,1804,36.6
grl,1804,33.87
grd,1804,31.4
gtm,1804,25.8
gin,1804,29.54
gnb,1804,32
guy,1804,31.12
hti,1804,29
hnd,1804,33.9
hkg,1804,34.9
hun,1804,36
isl,1804,24.76
ind,1804,23.5
idn,1804,30
irn,1804,25.6
irq,1804,31.2
irl,1804,38.3
isr,1804,32
ita,1804,29.69
jam,1804,34.2
jpn,1804,36.4
jor,1804,31.7
kaz,1804,26.2
ken,1804,25.5
kir,1804,24.9
kwt,1804,26
kgz,1804,23.94
lao,1804,31.9
lva,1804,33
lbn,1804,29.7
lso,1804,32.8
lbr,1804,31.1
lby,1804,33.1
ltu,1804,28.9
lux,1804,36.9
mac,1804,34.7
mkd,1804,36.1
mdg,1804,30.5
mwi,1804,30.3
mys,1804,30.6
mdv,1804,32.65
mli,1804,26.41
mlt,1804,28.7
mhl,1804,
mrt,1804,32
mus,1804,28.7
mex,1804,26.9
fsm,1804,26.7
mda,1804,33.15
mco,1804,
mng,1804,31.8
mne,1804,35.4
mar,1804,33.1
moz,1804,30.28
mmr,1804,30.8
nam,1804,32.4
nru,1804,
npl,1804,32.8
nld,1804,39.86
nzl,1804,34.05
nic,1804,25.4
ner,1804,30.8
nga,1804,30.4
prk,1804,26
nor,1804,40.52
omn,1804,32.3
pak,1804,25.8
plw,1804,
pan,1804,32.9
png,1804,31.5
pry,1804,35.5
per,1804,35.7
phl,1804,30.9
pol,1804,35.9
prt,1804,35.6
pri,1804,30.43
qat,1804,30.8
rou,1804,35.7
rus,1804,29.57
rwa,1804,31.8
wsm,1804,25.4
smr,1804,
stp,1804,31
sau,1804,32.1
sen,1804,25.2
srb,1804,35.5
syc,1804,37
sle,1804,25.1
sgp,1804,29.1
svk,1804,36.4
svn,1804,36.6
slb,1804,25.1
som,1804,29.4
zaf,1804,33.5
kor,1804,25.8
ssd,1804,26.67
esp,1804,29.5
lka,1804,32.6
kna,1804,
lca,1804,28.01
vct,1804,25.99
sdn,1804,31.4
sur,1804,32.9
swz,1804,32.3
swe,1804,39.7
che,1804,38
syr,1804,31.1
twn,1804,28.3
tjk,1804,24.24
tza,1804,32.2
tha,1804,30.4
tls,1804,28.95
tgo,1804,31.3
ton,1804,28.2
tto,1804,32.9
tun,1804,28.8
tur,1804,35
tkm,1804,24
tca,1804,
tuv,1804,
uga,1804,25.3
ukr,1804,36.6
are,1804,30.7
gbr,1804,41.44
usa,1804,39.41
ury,1804,32.9
uzb,1804,26.93
vut,1804,24.3
ven,1804,32.2
vnm,1804,32
pse,1804,32.1
yem,1804,23.39
zmb,1804,32.6
zwe,1804,33.7
hrv,1804,36.1
guf,1804,30.5
pyf,1804,25.6
glp,1804,27.66
gum,1804,27.5
mtq,1804,30.15
myt,1804,32.5
ant,1804,34.41
ncl,1804,26
reu,1804,33
vir,1804,33.4
esh,1804,34.75
akr_a_dhe,1804,
asm,1804,
aia,1804,
vgb,1804,
chanisl,1804,
cxr,1804,
cck,1804,
cok,1804,
cheslo,1804,
deu_east,1804,
eri_a_eth,1804,
fro,1804,
flk,1804,
gib,1804,
gbg,1804,
hos,1804,
gbm,1804,
jey,1804,
kos,1804,
lie,1804,
msr,1804,
niu,1804,
nfk,1804,
yem_north,1804,
mnp,1804,
pcn,1804,
scg,1804,
scg_ex_kos,1804,
yem_south,1804,
stbar,1804,
shn,1804,
stmar,1804,
spm,1804,
sjm,1804,
tkl,1804,
ussr,1804,
korea_union,1804,
wlf,1804,
deu_west,1804,
yug,1804,
ala,1804,
afg,1805,28.16
alb,1805,35.4
dza,1805,28.82
and,1805,
ago,1805,26.98
atg,1805,33.54
arg,1805,33.2
arm,1805,34
abw,1805,34.42
aus,1805,34.05
aut,1805,34.4
aze,1805,29.17
bhs,1805,35.18
bhr,1805,30.3
bgd,1805,25.5
brb,1805,32.12
blr,1805,36.2
bel,1805,40.04
blz,1805,26.5
ben,1805,31
bmu,1805,
btn,1805,28.8
bol,1805,33
bih,1805,35.1
bwa,1805,33.6
bra,1805,32
brn,1805,29.2
bgr,1805,36.02
bfa,1805,29.2
bdi,1805,31.5
khm,1805,35
cmr,1805,28.75
can,1805,39.01
cpv,1805,33.8
cym,1805,
caf,1805,30
tcd,1805,30.9
chl,1805,32
chn,1805,32
col,1805,32
com,1805,32.1
cod,1805,31.6
cog,1805,32.7
cri,1805,30.21
civ,1805,31.16
cub,1805,32.86
cyp,1805,38.5
cze,1805,34.95
dnk,1805,43.02
dji,1805,29.9
dma,1805,
dom,1805,29.9
ecu,1805,32.9
egy,1805,33
slv,1805,28.7
gnq,1805,29.8
eri,1805,30.2
est,1805,33.93
eth,1805,29.7
fji,1805,26.1
fin,1805,39.8
fra,1805,34.88
gab,1805,30.6
gmb,1805,28.8
geo,1805,31.87
deu,1805,38.37
gha,1805,28
grc,1805,36.6
grl,1805,33.87
grd,1805,31.4
gtm,1805,25.8
gin,1805,29.55
gnb,1805,32
guy,1805,31.12
hti,1805,29
hnd,1805,33.9
hkg,1805,34.9
hun,1805,36
isl,1805,30.85
ind,1805,25.44
idn,1805,30
irn,1805,25.6
irq,1805,31.2
irl,1805,38.3
isr,1805,32
ita,1805,29.69
jam,1805,34.2
jpn,1805,36.4
jor,1805,31.7
kaz,1805,26.2
ken,1805,25.5
kir,1805,24.9
kwt,1805,26
kgz,1805,23.94
lao,1805,31.9
lva,1805,33
lbn,1805,29.7
lso,1805,32.8
lbr,1805,31.1
lby,1805,33.1
ltu,1805,28.9
lux,1805,36.9
mac,1805,34.7
mkd,1805,36.1
mdg,1805,30.5
mwi,1805,30.3
mys,1805,30.6
mdv,1805,32.65
mli,1805,26.41
mlt,1805,28.7
mhl,1805,
mrt,1805,32
mus,1805,28.7
mex,1805,26.9
fsm,1805,26.7
mda,1805,33.15
mco,1805,
mng,1805,31.8
mne,1805,35.4
mar,1805,33.1
moz,1805,30.28
mmr,1805,30.8
nam,1805,32.4
nru,1805,
npl,1805,32.8
nld,1805,39.86
nzl,1805,34.05
nic,1805,25.4
ner,1805,30.8
nga,1805,30.4
prk,1805,26
nor,1805,44.27
omn,1805,32.3
pak,1805,25.8
plw,1805,
pan,1805,32.9
png,1805,31.5
pry,1805,35.5
per,1805,35.7
phl,1805,30.9
pol,1805,35.9
prt,1805,35.6
pri,1805,30.43
qat,1805,30.8
rou,1805,35.7
rus,1805,29.57
rwa,1805,31.8
wsm,1805,25.4
smr,1805,
stp,1805,31
sau,1805,32.1
sen,1805,25.2
srb,1805,35.5
syc,1805,37
sle,1805,25.1
sgp,1805,29.1
svk,1805,36.4
svn,1805,36.6
slb,1805,25.1
som,1805,29.4
zaf,1805,33.5
kor,1805,25.8
ssd,1805,26.67
esp,1805,29.5
lka,1805,32.6
kna,1805,
lca,1805,28.01
vct,1805,25.99
sdn,1805,31.4
sur,1805,32.9
swz,1805,32.3
swe,1805,41.05
che,1805,38
syr,1805,31.1
twn,1805,28.3
tjk,1805,24.24
tza,1805,32.2
tha,1805,30.4
tls,1805,28.95
tgo,1805,31.3
ton,1805,28.2
tto,1805,32.9
tun,1805,28.8
tur,1805,35
tkm,1805,24
tca,1805,
tuv,1805,
uga,1805,25.3
ukr,1805,36.6
are,1805,30.7
gbr,1805,42.32
usa,1805,39.41
ury,1805,32.9
uzb,1805,26.93
vut,1805,24.3
ven,1805,32.2
