country,time,gdp_per_capita
mlt,1800,781.0
mhl,1800,539.0
mrt,1800,527.0
mus,1800,940.0
mex,1800,1379.0
fsm,1800,518.0
mda,1800,621.0
mco,1800,1948.0
mng,1800,592.0
mne,1800,1057.0
mar,1800,715.0
moz,1800,390.0
mmr,1800,840.0
nam,1800,540.0
nru,1800,554.0
npl,1800,654.0
nld,1800,4235.0
nzl,1800,658.0
nic,1800,973.0
ner,1800,446.0
nga,1800,851.0
prk,1800,579.0
nor,1800,1278.0
omn,1800,915.0
pak,1800,1021.0
plw,1800,839.0
pan,1800,847.0
png,1800,546.0
pry,1800,835.0
per,1800,1204.0
phl,1800,962.0
pol,1800,1213.0
prt,1800,1685.0
pri,1800,1375.0
qat,1800,1097.0
rou,1800,815.0
rus,1800,1430.0
rwa,1800,431.0
wsm,1800,1400.0
smr,1800,1401.0
stp,1800,850.0
sau,1800,846.0
sen,1800,497.0
srb,1800,1358.0
syc,1800,792.0
sle,1800,734.0
sgp,1800,1021.0
svk,1800,1427.0
svn,1800,1409.0
slb,1800,363.0
som,1800,694.0
zaf,1800,1480.0
kor,1800,576.0
ssd,1800,507.0
esp,1800,1518.0
lka,1800,898.0
kna,1800,1164.0
lca,1800,874.0
vct,1800,838.0
sdn,1800,518.0
sur,1800,1636.0
swz,1800,490.0
swe,1800,1414.0
che,1800,2701.0
syr,1800,1081.0
twn,1800,996.0
tjk,1800,556.0
tza,1800,562.0
tha,1800,931.0
tls,1800,521.0
tgo,1800,682.0
ton,1800,663.0
tto,1800,1230.0
tun,1800,716.0
tur,1800,1221.0
tkm,1800,943.0
tca,1800,487.0
tuv,1800,719.0
uga,1800,464.0
ukr,1800,763.0
are,1800,998.0
gbr,1800,3431.0
usa,1800,2128.0
ury,1800,1758.0
uzb,1800,502.0
vut,1800,585.0
ven,1800,682.0
vnm,1800,861.0
pse,1800,1220.0
yem,1800,877.0
zmb,1800,663.0
zwe,1800,869.0
afg,1801,603.0
alb,1801,667.0
dza,1801,716.0
and,1801,1199.0
ago,1801,620.0
atg,1801,757.0
arg,1801,1508.0
arm,1801,514.0
abw,1801,833.0
aus,1801,816.0
aut,1801,1855.0
aze,1801,775.0
bhs,1801,1445.0
bhr,1801,1240.0
bgd,1801,876.0
brb,1801,914.0
blr,1801,608.0
bel,1801,2413.0
blz,1801,579.0
ben,1801,597.0
bmu,1801,1227.0
btn,1801,629.0
bol,1801,854.0
bih,1801,669.0
bwa,1801,397.0
bra,1801,1109.0
brn,1801,1512.0
bgr,1801,1089.0
bfa,1801,480.0
bdi,1801,418.0
khm,1801,904.0
cmr,1801,626.0
can,1801,1322.0
cpv,1801,529.0
cym,1801,1039.0
caf,1801,424.0
tcd,1801,418.0
chl,1801,1026.0
chn,1801,985.0
col,1801,963.0
com,1801,697.0
cod,1801,487.0
cog,1801,576.0
cri,1801,775.0
civ,1801,816.0
cub,1801,874.0
cyp,1801,854.0
cze,1801,1916.0
dnk,1801,2017.0
dji,1801,754.0
dma,1801,663.0
dom,1801,667.0
ecu,1801,529.0
egy,1801,791.0
slv,1801,975.0
gnq,1801,356.0
eri,1801,532.0
est,1801,939.0
eth,1801,523.0
fji,1801,785.0
fin,1801,1246.0
fra,1801,1806.0
gab,1801,390.0
gmb,1801,813.0
geo,1801,543.0
deu,1801,1651.0
gha,1801,696.0
grc,1801,1374.0
grl,1801,393.0
grd,1801,959.0
gtm,1801,857.0
gin,1801,450.0
gnb,1801,777.0
guy,1801,1214.0
hti,1801,633.0
hnd,1801,675.0
hkg,1801,1007.0
hun,1801,1249.0
isl,1801,926.0
ind,1801,1052.0
idn,1801,994.0
irn,1801,977.0
irq,1801,970.0
irl,1801,1447.0
isr,1801,880.0
ita,1801,2197.0
jam,1801,1171.0
jpn,1801,1051.0
jor,1801,976.0
kaz,1801,1141.0
ken,1801,856.0
kir,1801,551.0
kwt,1801,1101.0
kgz,1801,508.0
lao,1801,865.0
lva,1801,752.0
lbn,1801,1082.0
lso,1801,393.0
lbr,1801,797.0
lby,1801,1050.0
ltu,1801,1271.0
lux,1801,1453.0
mac,1801,992.0
mkd,1801,690.0
mdg,1801,573.0
mwi,1801,350.0
mys,1801,997.0
mdv,1801,843.0
mli,1801,603.0
mlt,1801,782.0
mhl,1801,539.0
mrt,1801,528.0
mus,1801,940.0
mex,1801,1379.0
fsm,1801,518.0
mda,1801,621.0
mco,1801,1950.0
mng,1801,592.0
mne,1801,1058.0
mar,1801,715.0
moz,1801,391.0
mmr,1801,840.0
nam,1801,540.0
nru,1801,554.0
npl,1801,654.0
nld,1801,4161.0
nzl,1801,659.0
nic,1801,973.0
ner,1801,446.0
nga,1801,853.0
prk,1801,578.0
nor,1801,1280.0
omn,1801,916.0
pak,1801,1021.0
plw,1801,839.0
pan,1801,847.0
png,1801,546.0
pry,1801,835.0
per,1801,1204.0
phl,1801,962.0
pol,1801,1217.0
prt,1801,1685.0
pri,1801,1375.0
qat,1801,1101.0
rou,1801,816.0
rus,1801,1432.0
rwa,1801,432.0
wsm,1801,1400.0
smr,1801,1404.0
stp,1801,852.0
sau,1801,846.0
sen,1801,497.0
srb,1801,1358.0
syc,1801,795.0
sle,1801,734.0
sgp,1801,1021.0
svk,1801,1427.0
svn,1801,1409.0
slb,1801,363.0
som,1801,694.0
zaf,1801,1480.0
kor,1801,575.0
ssd,1801,507.0
esp,1801,1518.0
lka,1801,898.0
kna,1801,1165.0
lca,1801,875.0
vct,1801,838.0
sdn,1801,518.0
sur,1801,1637.0
swz,1801,490.0
swe,1801,1402.0
che,1801,2701.0
syr,1801,1081.0
twn,1801,996.0
tjk,1801,557.0
tza,1801,562.0
tha,1801,932.0
tls,1801,522.0
tgo,1801,683.0
ton,1801,663.0
tto,1801,1230.0
tun,1801,716.0
tur,1801,1221.0
tkm,1801,944.0
tca,1801,487.0
tuv,1801,719.0
uga,1801,464.0
ukr,1801,764.0
are,1801,1001.0
gbr,1801,3439.0
usa,1801,2168.0
ury,1801,1758.0
uzb,1801,502.0
vut,1801,586.0
ven,1801,682.0
vnm,1801,861.0
pse,1801,1221.0
yem,1801,879.0
zmb,1801,665.0
zwe,1801,870.0
afg,1802,603.0
alb,1802,668.0
dza,1802,717.0
and,1802,1201.0
ago,1802,623.0
atg,1802,757.0
arg,1802,1508.0
arm,1802,514.0
abw,1802,833.0
aus,1802,818.0
aut,1802,1863.0
aze,1802,775.0
bhs,1802,1445.0
bhr,1802,1246.0
bgd,1802,876.0
brb,1802,914.0
blr,1802,608.0
bel,1802,2413.0
blz,1802,579.0
ben,1802,597.0
bmu,1802,1228.0
btn,1802,630.0
bol,1802,854.0
bih,1802,669.0
bwa,1802,397.0
bra,1802,1109.0
brn,1802,1512.0
bgr,1802,1089.0
bfa,1802,480.0
bdi,1802,419.0
khm,1802,904.0
cmr,1802,626.0
can,1802,1330.0
cpv,1802,529.0
cym,1802,1039.0
caf,1802,424.0
tcd,1802,418.0
chl,1802,1027.0
chn,1802,985.0
col,1802,963.0
com,1802,697.0
cod,1802,489.0
cog,1802,578.0
cri,1802,775.0
civ,1802,819.0
cub,1802,884.0
cyp,1802,854.0
cze,1802,1916.0
dnk,1802,2020.0
dji,1802,757.0
dma,1802,663.0
dom,1802,667.0
ecu,1802,529.0
egy,1802,791.0
slv,1802,975.0
gnq,1802,357.0
eri,1802,532.0
est,1802,940.0
eth,1802,523.0
fji,1802,785.0
fin,1802,1248.0
fra,1802,1810.0
gab,1802,390.0
gmb,1802,814.0
geo,1802,543.0
deu,1802,1663.0
gha,1802,697.0
grc,1802,1376.0
grl,1802,393.0
grd,1802,959.0
gtm,1802,857.0
gin,1802,450.0
gnb,1802,777.0
guy,1802,1214.0
hti,1802,634.0
hnd,1802,675.0
hkg,1802,1007.0
hun,1802,1250.0
isl,1802,927.0
ind,1802,1052.0
idn,1802,995.0
irn,1802,977.0
irq,1802,970.0
irl,1802,1447.0
isr,1802,880.0
ita,1802,2268.0
jam,1802,1171.0
jpn,1802,1053.0
jor,1802,977.0
kaz,1802,1142.0
ken,1802,859.0
kir,1802,552.0
kwt,1802,1105.0
kgz,1802,508.0
lao,1802,865.0
lva,1802,753.0
lbn,1802,1083.0
lso,1802,394.0
lbr,1802,797.0
lby,1802,1050.0
ltu,1802,1273.0
lux,1802,1453.0
mac,1802,993.0
mkd,1802,690.0
mdg,1802,573.0
mwi,1802,350.0
mys,1802,998.0
mdv,1802,843.0
mli,1802,603.0
mlt,1802,782.0
mhl,1802,540.0
mrt,1802,528.0
mus,1802,940.0
mex,1802,1379.0
fsm,1802,518.0
mda,1802,621.0
mco,1802,1953.0
mng,1802,592.0
mne,1802,1058.0
mar,1802,715.0
moz,1802,391.0
mmr,1802,840.0
nam,1802,540.0
nru,1802,554.0
npl,1802,654.0
nld,1802,4391.0
nzl,1802,659.0
nic,1802,973.0
ner,1802,446.0
nga,1802,854.0
prk,1802,578.0
nor,1802,1282.0
omn,1802,916.0
pak,1802,1021.0
plw,1802,839.0
pan,1802,847.0
png,1802,546.0
pry,1802,835.0
per,1802,1204.0
phl,1802,962.0
pol,1802,1222.0
prt,1802,1685.0
pri,1802,1376.0
qat,1802,1105.0
rou,1802,816.0
rus,1802,1433.0
rwa,1802,432.0
wsm,1802,1401.0
smr,1802,1406.0
stp,1802,853.0
sau,1802,847.0
sen,1802,497.0
srb,1802,1358.0
syc,1802,798.0
sle,1802,734.0
sgp,1802,1022.0
svk,1802,1427.0
svn,1802,1409.0
slb,1802,363.0
som,1802,695.0
zaf,1802,1480.0
kor,1802,575.0
ssd,1802,507.0
esp,1802,1518.0
lka,1802,898.0
kna,1802,1165.0
lca,1802,875.0
vct,1802,838.0
sdn,1802,518.0
sur,1802,1637.0
swz,1802,490.0
swe,1802,1467.0
che,1802,2702.0
syr,1802,1081.0
twn,1802,996.0
tjk,1802,557.0
tza,1802,562.0
tha,1802,932.0
tls,1802,523.0
tgo,1802,683.0
ton,1802,663.0
tto,1802,1231.0
tun,1802,716.0
tur,1802,1222.0
tkm,1802,945.0
tca,1802,487.0
tuv,1802,719.0
uga,1802,464.0
ukr,1802,765.0
are,1802,1005.0
gbr,1802,3450.0
usa,1802,2203.0
ury,1802,1758.0
uzb,1802,502.0
vut,1802,586.0
ven,1802,682.0
vnm,1802,861.0
pse,1802,1221.0
yem,1802,882.0
zmb,1802,667.0
zwe,1802,871.0
afg,1803,603.0
alb,1803,668.0
dza,1803,718.0
and,1803,1204.0
ago,1803,626.0
atg,1803,757.0
arg,1803,1508.0
arm,1803,514.0
abw,1803,833.0
aus,1803,820.0
aut,1803,1870.0
aze,1803,775.0
bhs,1803,1446.0
bhr,1803,1251.0
bgd,1803,876.0
brb,1803,914.0
blr,1803,609.0
bel,1803,2413.0
blz,1803,579.0
ben,1803,597.0
bmu,1803,1228.0
btn,1803,630.0
bol,1803,854.0
bih,1803,669.0
bwa,1803,397.0
bra,1803,1109.0
brn,1803,1513.0
bgr,1803,1089.0
bfa,1803,480.0
bdi,1803,419.0
khm,1803,904.0
cmr,1803,626.0
can,1803,1339.0
cpv,1803,529.0
cym,1803,1039.0
caf,1803,424.0
tcd,1803,418.0
chl,1803,1027.0
chn,1803,985.0
col,1803,963.0
com,1803,698.0
cod,1803,491.0
cog,1803,580.0
cri,1803,775.0
civ,1803,822.0
cub,1803,895.0
cyp,1803,854.0
cze,1803,1916.0
dnk,1803,2024.0
dji,1803,759.0
dma,1803,663.0
dom,1803,667.0
ecu,1803,529.0
egy,1803,791.0
slv,1803,975.0
gnq,1803,357.0
eri,1803,532.0
est,1803,941.0
eth,1803,523.0
fji,1803,785.0
fin,1803,1251.0
fra,1803,1813.0
gab,1803,390.0
gmb,1803,814.0
geo,1803,543.0
deu,1803,1674.0
gha,1803,698.0
grc,1803,1378.0
grl,1803,393.0
grd,1803,959.0
gtm,1803,857.0
gin,1803,450.0
gnb,1803,777.0
guy,1803,1215.0
hti,1803,634.0
hnd,1803,675.0
hkg,1803,1007.0
hun,1803,1250.0
isl,1803,927.0
ind,1803,1052.0
idn,1803,995.0
irn,1803,977.0
irq,1803,970.0
irl,1803,1448.0
isr,1803,880.0
ita,1803,2333.0
jam,1803,1171.0
jpn,1803,1054.0
jor,1803,977.0
kaz,1803,1144.0
ken,1803,862.0
kir,1803,552.0
kwt,1803,1110.0
kgz,1803,508.0
lao,1803,865.0
lva,1803,754.0
lbn,1803,1084.0
lso,1803,394.0
lbr,1803,797.0
lby,1803,1050.0
ltu,1803,1274.0
lux,1803,1453.0
mac,1803,993.0
mkd,1803,690.0
mdg,1803,573.0
mwi,1803,350.0
mys,1803,998.0
mdv,1803,843.0
mli,1803,603.0
mlt,1803,782.0
mhl,1803,540.0
mrt,1803,528.0
mus,1803,940.0
mex,1803,1380.0
fsm,1803,519.0
mda,1803,621.0
mco,1803,1955.0
mng,1803,592.0
mne,1803,1058.0
mar,1803,715.0
moz,1803,391.0
mmr,1803,840.0
nam,1803,540.0
nru,1803,554.0
npl,1803,654.0
nld,1803,4297.0
nzl,1803,659.0
nic,1803,974.0
ner,1803,446.0
nga,1803,856.0
prk,1803,577.0
nor,1803,1284.0
omn,1803,916.0
pak,1803,1021.0
plw,1803,839.0
pan,1803,847.0
png,1803,546.0
pry,1803,835.0
per,1803,1204.0
phl,1803,963.0
pol,1803,1227.0
prt,1803,1685.0
pri,1803,1376.0
qat,1803,1110.0
rou,1803,816.0
rus,1803,1435.0
rwa,1803,433.0
wsm,1803,1401.0
smr,1803,1409.0
stp,1803,855.0
sau,1803,847.0
sen,1803,497.0
srb,1803,1358.0
syc,1803,801.0
sle,1803,734.0
sgp,1803,1022.0
svk,1803,1427.0
svn,1803,1409.0
slb,1803,363.0
som,1803,696.0
zaf,1803,1480.0
kor,1803,574.0
ssd,1803,507.0
esp,1803,1518.0
lka,1803,898.0
kna,1803,1165.0
lca,1803,875.0
vct,1803,838.0
sdn,1803,518.0
sur,1803,1637.0
swz,1803,490.0
swe,1803,1453.0
che,1803,2702.0
syr,1803,1082.0
twn,1803,996.0
tjk,1803,557.0
tza,1803,562.0
tha,1803,932.0
tls,1803,524.0
tgo,1803,683.0
ton,1803,663.0
tto,1803,1231.0
tun,1803,716.0
tur,1803,1222.0
tkm,1803,946.0
tca,1803,487.0
tuv,1803,719.0
uga,1803,464.0
ukr,1803,766.0
are,1803,1009.0
gbr,1803,3339.0
usa,1803,2167.0
ury,1803,1759.0
uzb,1803,502.0
vut,1803,586.0
ven,1803,682.0
vnm,1803,861.0
pse,1803,1221.0
yem,1803,884.0
zmb,1803,668.0
zwe,1803,872.0
afg,1804,603.0
alb,1804,668.0
dza,1804,719.0
and,1804,1206.0
ago,1804,628.0
atg,1804,757.0
arg,1804,1508.0
arm,1804,514.0
abw,1804,833.0
aus,1804,822.0
aut,1804,1878.0
aze,1804,775.0
bhs,1804,1446.0
bhr,1804,1256.0
bgd,1804,876.0
brb,1804,914.0
blr,1804,609.0
bel,1804,2414.0
blz,1804,579.0
ben,1804,597.0
bmu,1804,1228.0
btn,1804,630.0
bol,1804,854.0
bih,1804,669.0
bwa,1804,397.0
bra,1804,1109.0
brn,1804,1513.0
bgr,1804,1090.0
bfa,1804,480.0
bdi,1804,420.0
khm,1804,904.0
cmr,1804,626.0
can,1804,1347.0
cpv,1804,530.0
cym,1804,1040.0
caf,1804,424.0
tcd,1804,418.0
chl,1804,1027.0
chn,1804,985.0
col,1804,963.0
com,1804,699.0
cod,1804,493.0
cog,1804,581.0
cri,1804,775.0
civ,1804,825.0
cub,1804,905.0
cyp,1804,854.0
cze,1804,1917.0
dnk,1804,2028.0
dji,1804,762.0
dma,1804,663.0
dom,1804,667.0
ecu,1804,530.0
egy,1804,791.0
slv,1804,975.0
gnq,1804,357.0
eri,1804,532.0
est,1804,942.0
eth,1804,523.0
fji,1804,785.0
fin,1804,1253.0
fra,1804,1817.0
gab,1804,390.0
gmb,1804,815.0
geo,1804,543.0
deu,1804,1686.0
gha,1804,698.0
grc,1804,1381.0
grl,1804,394.0
grd,1804,959.0
gtm,1804,858.0
gin,1804,450.0
gnb,1804,778.0
guy,1804,1215.0
hti,1804,634.0
hnd,1804,675.0
hkg,1804,1007.0
hun,1804,1250.0
isl,1804,927.0
ind,1804,1052.0
idn,1804,995.0
irn,1804,978.0
irq,1804,970.0
irl,1804,1448.0
isr,1804,880.0
ita,1804,2433.0
jam,1804,1171.0
jpn,1804,1056.0
jor,1804,977.0
kaz,1804,1145.0
ken,1804,864.0
kir,1804,553.0
kwt,1804,1114.0
kgz,1804,508.0
lao,1804,865.0
lva,1804,754.0
lbn,1804,1085.0
lso,1804,394.0
lbr,1804,797.0
lby,1804,1050.0
ltu,1804,1276.0
lux,1804,1454.0
mac,1804,993.0
mkd,1804,690.0
mdg,1804,573.0
mwi,1804,350.0
mys,1804,998.0
mdv,1804,843.0
mli,1804,603.0
mlt,1804,782.0
mhl,1804,540.0
mrt,1804,528.0
mus,1804,941.0
mex,1804,1380.0
fsm,1804,519.0
mda,1804,621.0
mco,1804,1958.0
mng,1804,592.0
mne,1804,1058.0
mar,1804,715.0
moz,1804,391.0
mmr,1804,841.0
nam,1804,540.0
nru,1804,554.0
npl,1804,655.0
nld,1804,4502.0
nzl,1804,659.0
nic,1804,974.0
ner,1804,446.0
nga,1804,857.0
prk,1804,576.0
nor,1804,1286.0
omn,1804,916.0
pak,1804,1021.0
plw,1804,839.0
pan,1804,848.0
png,1804,547.0
pry,1804,836.0
per,1804,1205.0
phl,1804,963.0
pol,1804,1231.0
prt,1804,1686.0
pri,1804,1376.0
qat,1804,1114.0
rou,1804,816.0
rus,1804,1437.0
rwa,1804,433.0
wsm,1804,1401.0
smr,1804,1411.0
stp,1804,857.0
sau,1804,848.0
sen,1804,497.0
srb,1804,1359.0
syc,1804,804.0
sle,1804,734.0
sgp,1804,1022.0
svk,1804,1428.0
svn,1804,1409.0
slb,1804,363.0
som,1804,696.0
zaf,1804,1481.0
kor,1804,573.0
ssd,1804,508.0
esp,1804,1519.0
lka,1804,899.0
kna,1804,1165.0
lca,1804,875.0
vct,1804,838.0
sdn,1804,519.0
sur,1804,1637.0
swz,1804,490.0
swe,1804,1358.0
che,1804,2703.0
syr,1804,1082.0
twn,1804,996.0
tjk,1804,557.0
tza,1804,562.0
tha,1804,932.0
tls,1804,525.0
tgo,1804,683.0
ton,1804,663.0
tto,1804,1231.0
tun,1804,716.0
tur,1804,1222.0
tkm,1804,947.0
tca,1804,487.0
tuv,1804,719.0
uga,1804,464.0
ukr,1804,767.0
are,1804,1013.0
gbr,1804,3291.0
usa,1804,2166.0
ury,1804,1759.0
uzb,1804,503.0
vut,1804,586.0
ven,1804,682.0
vnm,1804,861.0
pse,1804,1221.0
yem,1804,887.0
zmb,1804,670.0
zwe,1804,873.0
afg,1805,603.0
alb,1805,668.0
dza,1805,720.0
and,1805,1208.0
ago,1805,631.0
atg,1805,757.0
arg,1805,1508.0
arm,1805,514.0
abw,1805,833.0
aus,1805,824.0
aut,1805,1885.0
aze,1805,776.0
bhs,1805,1446.0
bhr,1805,1262.0
bgd,1805,876.0
brb,1805,914.0
blr,1805,609.0
bel,1805,2414.0
blz,1805,579.0
ben,1805,597.0
bmu,1805,1228.0
btn,1805,630.0
bol,1805,854.0
bih,1805,669.0
bwa,1805,398.0
bra,1805,1110.0
brn,1805,1513.0
bgr,1805,1090.0
bfa,1805,480.0
bdi,1805,420.0
khm,1805,904.0
cmr,1805,627.0
can,1805,1356.0
cpv,1805,530.0
cym,1805,1040.0
caf,1805,424.0
tcd,1805,418.0
chl,1805,1027.0
chn,1805,985.0
col,1805,963.0
com,1805,700.0
cod,1805,495.0
cog,1805,583.0
cri,1805,776.0
civ,1805,829.0
cub,1805,916.0
cyp,1805,854.0
cze,1805,1917.0
dnk,1805,2032.0
dji,1805,764.0
dma,1805,664.0
dom,1805,667.0
ecu,1805,530.0
egy,1805,791.0
slv,1805,975.0
gnq,1805,358.0
eri,1805,532.0
est,1805,943.0
eth,1805,523.0
fji,1805,785.0
fin,1805,1255.0
fra,1805,1821.0
gab,1805,391.0
gmb,1805,815.0
geo,1805,543.0
deu,1805,1698.0
gha,1805,699.0
grc,1805,1383.0
grl,1805,394.0
grd,1805,959.0
gtm,1805,858.0
gin,1805,451.0
gnb,1805,778.0
guy,1805,1215.0
hti,1805,634.0
hnd,1805,675.0
hkg,1805,1008.0
hun,1805,1250.0
isl,1805,927.0
ind,1805,1052.0
idn,1805,995.0
irn,1805,978.0
irq,1805,970.0
irl,1805,1448.0
isr,1805,880.0
ita,1805,2355.0
jam,1805,1171.0
jpn,1805,1057.0
jor,1805,977.0
kaz,1805,1147.0
ken,1805,867.0
kir,1805,553.0
kwt,1805,1118.0
kgz,1805,508.0
lao,1805,865.0
lva,1805,755.0
lbn,1805,1086.0
lso,1805,394.0
lbr,1805,797.0
lby,1805,1051.0
ltu,1805,1277.0
lux,1805,1454.0
mac,1805,993.0
mkd,1805,691.0
mdg,1805,573.0
mwi,1805,350.0
mys,1805,998.0
mdv,1805,843.0
mli,1805,603.0
mlt,1805,782.0
mhl,1805,541.0
mrt,1805,528.0
mus,1805,941.0
mex,1805,1380.0
fsm,1805,519.0
mda,1805,621.0
mco,1805,1961.0
mng,1805,593.0
mne,1805,1058.0
mar,1805,715.0
moz,1805,392.0
mmr,1805,841.0
nam,1805,541.0
nru,1805,554.0
npl,1805,655.0
nld,1805,4238.0
nzl,1805,659.0
nic,1805,974.0
ner,1805,446.0
nga,1805,859.0
prk,1805,576.0
nor,1805,1288.0
omn,1805,916.0
pak,1805,1021.0
plw,1805,839.0
pan,1805,848.0
png,1805,547.0
pry,1805,836.0
per,1805,1205.0
phl,1805,963.0
pol,1805,1236.0
prt,1805,1686.0
pri,1805,1376.0
qat,1805,1118.0
rou,1805,816.0
rus,1805,1439.0
rwa,1805,434.0
wsm,1805,1401.0
smr,1805,1414.0
stp,1805,858.0
sau,1805,848.0
sen,1805,497.0
srb,1805,1359.0
syc,1805,807.0
sle,1805,734.0
sgp,1805,1022.0
svk,1805,1428.0
svn,1805,1410.0
slb,1805,363.0
som,1805,697.0
zaf,1805,1481.0
kor,1805,573.0
ssd,1805,508.0
esp,1805,1519.0
lka,1805,899.0
kna,1805,1165.0
lca,1805,875.0
vct,1805,839.0
sdn,1805,519.0
sur,1805,1638.0
swz,1805,490.0
swe,1805,1446.0
che,1805,2703.0
syr,1805,1082.0
twn,1805,997.0
tjk,1805,557.0
tza,1805,562.0
tha,1805,932.0
tls,1805,526.0
tgo,1805,683.0
ton,1805,663.0
tto,1805,1231.0
tun,1805,716.0
tur,1805,1222.0
tkm,1805,948.0
tca,1805,487.0
tuv,1805,719.0
uga,1805,464.0
ukr,1805,767.0
are,1805,1016.0
gbr,1805,3439.0
usa,1805,2211.0
ury,1805,1759.0
uzb,1805,503.0
vut,1805,586.0
ven,1805,682.0
vnm,1805,862.0
pse,1805,1221.0
yem,1805,889.0
zmb,1805,671.0
zwe,1805,874.0
afg,1806,603.0
alb,1806,668.0
dza,1806,721.0
and,1806,1210.0
ago,1806,634.0
atg,1806,757.0
arg,1806,1509.0
arm,1806,514.0
abw,1806,833.0
aus,1806,826.0
aut,1806,1893.0
aze,1806,776.0
bhs,1806,1446.0
bhr,1806,1267.0
bgd,1806,876.0
brb,1806,914.0
blr,1806,610.0
bel,1806,2414.0
blz,1806,579.0
ben,1806,597.0
bmu,1806,1228.0
btn,1806,630.0
bol,1806,854.0
bih,1806,669.0
bwa,1806,398.0
bra,1806,1110.0
brn,1806,1513.0
bgr,1806,1090.0
bfa,1806,480.0
bdi,1806,420.0
khm,1806,904.0
cmr,1806,627.0
can,1806,1365.0
cpv,1806,530.0
cym,1806,1040.0
caf,1806,424.0
tcd,1806,418.0
chl,1806,1027.0
chn,1806,985.0
col,1806,964.0
com,1806,700.0
cod,1806,497.0
cog,1806,585.0
cri,1806,776.0
civ,1806,832.0
cub,1806,926.0
cyp,1806,854.0
cze,1806,1917.0
dnk,1806,2035.0
dji,1806,766.0
dma,1806,664.0
dom,1806,668.0
ecu,1806,530.0
egy,1806,792.0
slv,1806,975.0
gnq,1806,358.0
eri,1806,532.0
est,1806,944.0
eth,1806,523.0
fji,1806,786.0
fin,1806,1257.0
fra,1806,1824.0
gab,1806,391.0
gmb,1806,816.0
geo,1806,543.0
deu,1806,1710.0
gha,1806,699.0
grc,1806,1386.0
grl,1806,394.0
grd,1806,959.0
gtm,1806,858.0
gin,1806,451.0
gnb,1806,778.0
guy,1806,1215.0
hti,1806,634.0
hnd,1806,675.0
hkg,1806,1008.0
hun,1806,1250.0
isl,1806,927.0
ind,1806,1052.0
idn,1806,995.0
irn,1806,978.0
irq,1806,971.0
irl,1806,1448.0
isr,1806,880.0
ita,1806,2412.0
jam,1806,1171.0
jpn,1806,1059.0
jor,1806,977.0
kaz,1806,1148.0
ken,1806,870.0
kir,1806,554.0
kwt,1806,1122.0
kgz,1806,509.0
lao,1806,865.0
lva,1806,756.0
lbn,1806,1087.0
lso,1806,394.0
lbr,1806,798.0
lby,1806,1051.0
ltu,1806,1279.0
lux,1806,1454.0
mac,1806,993.0
mkd,1806,691.0
mdg,1806,573.0
mwi,1806,350.0
mys,1806,998.0
mdv,1806,843.0
mli,1806,603.0
mlt,1806,782.0
mhl,1806,541.0
mrt,1806,528.0
mus,1806,941.0
mex,1806,1380.0
fsm,1806,520.0
mda,1806,622.0
mco,1806,1963.0
mng,1806,593.0
mne,1806,1058.0
mar,1806,715.0
