Province to,Province from,Population group,Sex,Age group,Absolute flow
3,2,3,2,3,0
3,4,3,2,3,0
3,5,3,2,3,10.3008
3,6,3,2,3,0
3,7,3,2,3,0
3,8,3,2,3,0
3,9,3,2,3,0
3,1,3,2,4,0
3,2,3,2,4,0
3,4,3,2,4,0
3,5,3,2,4,0
3,6,3,2,4,0
3,7,3,2,4,0
3,8,3,2,4,0
3,9,3,2,4,0
4,1,3,1,1,0
4,2,3,1,1,20.4959
4,3,3,1,1,0
4,5,3,1,1,0
4,6,3,1,1,0
4,7,3,1,1,0
4,8,3,1,1,0
4,9,3,1,1,0
4,1,3,1,2,0
4,2,3,1,2,0
4,3,3,1,2,0
4,5,3,1,2,0
4,6,3,1,2,0
4,7,3,1,2,120.978
4,8,3,1,2,0
4,9,3,1,2,0
4,1,3,1,3,31.149
4,2,3,1,3,15.9711
4,3,3,1,3,14.696
4,5,3,1,3,0
4,6,3,1,3,0
4,7,3,1,3,0
4,8,3,1,3,0
4,9,3,1,3,0
4,1,3,1,4,0
4,2,3,1,4,0
4,3,3,1,4,0
4,5,3,1,4,0
4,6,3,1,4,0
4,7,3,1,4,0
4,8,3,1,4,0
4,9,3,1,4,0
4,1,3,2,1,45.3833
4,2,3,2,1,0
4,3,3,2,1,0
4,5,3,2,1,0
4,6,3,2,1,0
4,7,3,2,1,0
4,8,3,2,1,0
4,9,3,2,1,0
4,1,3,2,2,39.8446
4,2,3,2,2,0
4,3,3,2,2,22.2828
4,5,3,2,2,72.8156
4,6,3,2,2,0
4,7,3,2,2,21.2884
4,8,3,2,2,0
4,9,3,2,2,0
4,1,3,2,3,0
4,2,3,2,3,0
4,3,3,2,3,0
4,5,3,2,3,0
4,6,3,2,3,0
4,7,3,2,3,0
4,8,3,2,3,13.6094
4,9,3,2,3,0
4,1,3,2,4,0
4,2,3,2,4,0
4,3,3,2,4,0
4,5,3,2,4,0
4,6,3,2,4,0
4,7,3,2,4,0
4,8,3,2,4,0
4,9,3,2,4,0
5,1,3,1,1,0
5,2,3,1,1,29.7932
5,3,3,1,1,0
5,4,3,1,1,50.2117
5,6,3,1,1,0
5,7,3,1,1,186.103
5,8,3,1,1,52.0156
5,9,3,1,1,40.6106
5,1,3,1,2,21.5783
5,2,3,1,2,42.3387
5,3,3,1,2,0
5,4,3,1,2,0
5,6,3,1,2,0
5,7,3,1,2,313.125
5,8,3,1,2,0
5,9,3,1,2,0
5,1,3,1,3,49.108
5,2,3,1,3,19.1421
5,3,3,1,3,2.58139
5,4,3,1,3,37.1778
5,6,3,1,3,0
5,7,3,1,3,123.726
5,8,3,1,3,21.5251
5,9,3,1,3,0
5,1,3,1,4,2.71663
5,2,3,1,4,0
5,3,3,1,4,0
5,4,3,1,4,0
5,6,3,1,4,0
5,7,3,1,4,44.8213
5,8,3,1,4,0
5,9,3,1,4,0
5,1,3,2,1,0
5,2,3,2,1,31.5331
5,3,3,2,1,0
5,4,3,2,1,53.7583
5,6,3,2,1,0
5,7,3,2,1,0
5,8,3,2,1,31.2708
5,9,3,2,1,44.8224
5,1,3,2,2,49.1274
5,2,3,2,2,29.4389
5,3,3,2,2,22.3999
5,4,3,2,2,29.2073
5,6,3,2,2,0
5,7,3,2,2,397.452
5,8,3,2,2,22.7753
5,9,3,2,2,0
5,1,3,2,3,0
5,2,3,2,3,19.793
5,3,3,2,3,0
5,4,3,2,3,28.7038
5,6,3,2,3,0
5,7,3,2,3,358.235
5,8,3,2,3,22.3359
5,9,3,2,3,27.9337
5,1,3,2,4,0
5,2,3,2,4,15.1693
5,3,3,2,4,35.7032
5,4,3,2,4,0
5,6,3,2,4,0
5,7,3,2,4,15.4815
5,8,3,2,4,0
5,9,3,2,4,0
6,1,3,1,1,0
6,2,3,1,1,0
6,3,3,1,1,0
6,4,3,1,1,15.3178
6,5,3,1,1,0
6,7,3,1,1,41.4426
6,8,3,1,1,0
6,9,3,1,1,0
6,1,3,1,2,18.6807
6,2,3,1,2,0
6,3,3,1,2,21.1458
6,4,3,1,2,0
6,5,3,1,2,21.3539
6,7,3,1,2,261.309
6,8,3,1,2,0
6,9,3,1,2,113.121
6,1,3,1,3,0
6,2,3,1,3,0
6,3,3,1,3,0
6,4,3,1,3,10.6387
6,5,3,1,3,14.0297
6,7,3,1,3,55.9506
6,8,3,1,3,0
6,9,3,1,3,89.3803
6,1,3,1,4,0
6,2,3,1,4,0
6,3,3,1,4,0
6,4,3,1,4,0
6,5,3,1,4,0
6,7,3,1,4,0
6,8,3,1,4,0
6,9,3,1,4,0
6,1,3,2,1,0
6,2,3,2,1,0
6,3,3,2,1,0
6,4,3,2,1,0
6,5,3,2,1,0
6,7,3,2,1,0
6,8,3,2,1,0
6,9,3,2,1,0
6,1,3,2,2,53.9915
6,2,3,2,2,0
6,3,3,2,2,0
6,4,3,2,2,0
6,5,3,2,2,20.2213
6,7,3,2,2,47.2002
6,8,3,2,2,0
6,9,3,2,2,0
6,1,3,2,3,0
6,2,3,2,3,0
6,3,3,2,3,0
6,4,3,2,3,0
6,5,3,2,3,0
6,7,3,2,3,33.3933
6,8,3,2,3,0
6,9,3,2,3,0
6,1,3,2,4,0
6,2,3,2,4,0
6,3,3,2,4,0
6,4,3,2,4,0
6,5,3,2,4,0
6,7,3,2,4,0
6,8,3,2,4,0
6,9,3,2,4,0
7,1,3,1,1,30.7972
7,2,3,1,1,0
7,3,3,1,1,0
7,4,3,1,1,17.3524
7,5,3,1,1,119.401
7,6,3,1,1,66.7697
7,8,3,1,1,51.8487
7,9,3,1,1,51.2545
7,1,3,1,2,73.25
7,2,3,1,2,48.558
7,3,3,1,2,0
7,4,3,1,2,84.0534
7,5,3,1,2,1715.3
7,6,3,1,2,158.537
7,8,3,1,2,47.7882
7,9,3,1,2,0
7,1,3,1,3,107.761
7,2,3,1,3,88.5798
7,3,3,1,3,0
7,4,3,1,3,25.9422
7,5,3,1,3,1033.03
7,6,3,1,3,63.7216
7,8,3,1,3,51.9449
7,9,3,1,3,97.0454
7,1,3,1,4,0
7,2,3,1,4,0
7,3,3,1,4,0
7,4,3,1,4,0
7,5,3,1,4,112.656
7,6,3,1,4,0
7,8,3,1,4,0
7,9,3,1,4,0
7,1,3,2,1,0
7,2,3,2,1,122.352
7,3,3,2,1,0
7,4,3,2,1,17.9065
7,5,3,2,1,504.93
7,6,3,2,1,37.0537
7,8,3,2,1,24.1596
7,9,3,2,1,0
7,1,3,2,2,24.5739
7,2,3,2,2,0
7,3,3,2,2,0
7,4,3,2,2,75.553
7,5,3,2,2,1801.46
7,6,3,2,2,143.494
7,8,3,2,2,240.386
7,9,3,2,2,64.6294
7,1,3,2,3,23.5908
7,2,3,2,3,130.908
7,3,3,2,3,0
7,4,3,2,3,0
7,5,3,2,3,1062.65
7,6,3,2,3,32.4403
7,8,3,2,3,24.7128
7,9,3,2,3,41.7435
7,1,3,2,4,0
7,2,3,2,4,62.9834
7,3,3,2,4,0
7,4,3,2,4,0
7,5,3,2,4,359.821
7,6,3,2,4,0
7,8,3,2,4,44.9621
7,9,3,2,4,0
8,1,3,1,1,0
8,2,3,1,1,0
8,3,3,1,1,0
8,4,3,1,1,22.909
8,5,3,1,1,0
8,6,3,1,1,0
8,7,3,1,1,21.8229
8,9,3,1,1,0
8,1,3,1,2,0
8,2,3,1,2,186.793
8,3,3,1,2,0
8,4,3,1,2,0
8,5,3,1,2,75.9143
8,6,3,1,2,0
8,7,3,1,2,100.716
8,9,3,1,2,0
8,1,3,1,3,0
8,2,3,1,3,0
8,3,3,1,3,0
8,4,3,1,3,23.6105
8,5,3,1,3,0
8,6,3,1,3,0
8,7,3,1,3,32.5112
8,9,3,1,3,0
8,1,3,1,4,0
8,2,3,1,4,0
8,3,3,1,4,0
8,4,3,1,4,0
8,5,3,1,4,0
8,6,3,1,4,0
8,7,3,1,4,0
8,9,3,1,4,0
8,1,3,2,1,18.4602
8,2,3,2,1,159.441
8,3,3,2,1,0
8,4,3,2,1,24.9734
8,5,3,2,1,0
8,6,3,2,1,0
8,7,3,2,1,0
8,9,3,2,1,0
8,1,3,2,2,0
8,2,3,2,2,0
8,3,3,2,2,28.0185
8,4,3,2,2,33.6859
8,5,3,2,2,116.181
8,6,3,2,2,0
8,7,3,2,2,106.68
8,9,3,2,2,21.4971
8,1,3,2,3,15.3917
8,2,3,2,3,0
8,3,3,2,3,0
8,4,3,2,3,22.0881
8,5,3,2,3,40.8496
8,6,3,2,3,0
8,7,3,2,3,19.1236
8,9,3,2,3,0
8,1,3,2,4,0
8,2,3,2,4,0
8,3,3,2,4,0
8,4,3,2,4,0
8,5,3,2,4,21.2778
8,6,3,2,4,0
8,7,3,2,4,0
8,9,3,2,4,0
9,1,3,1,1,0
9,2,3,1,1,0
9,3,3,1,1,0
9,4,3,1,1,7.26519
9,5,3,1,1,40.8413
9,6,3,1,1,0
9,7,3,1,1,0
9,8,3,1,1,0
9,1,3,1,2,0
9,2,3,1,2,0
9,3,3,1,2,0
9,4,3,1,2,9.61138
9,5,3,1,2,97.2799
9,6,3,1,2,22.9681
9,7,3,1,2,73.313
9,8,3,1,2,25.3917
9,1,3,1,3,0
9,2,3,1,3,0
9,3,3,1,3,0
9,4,3,1,3,0
9,5,3,1,3,33.8135
9,6,3,1,3,0
9,7,3,1,3,100.141
9,8,3,1,3,0
9,1,3,1,4,0
9,2,3,1,4,0
9,3,3,1,4,0
9,4,3,1,4,0
9,5,3,1,4,0
9,6,3,1,4,0
9,7,3,1,4,9.10976
9,8,3,1,4,0
9,1,3,2,1,0
9,2,3,2,1,0
9,3,3,2,1,0
9,4,3,2,1,0
9,5,3,2,1,0
9,6,3,2,1,30.6323
9,7,3,2,1,0
9,8,3,2,1,18.896
9,1,3,2,2,0
9,2,3,2,2,0
9,3,3,2,2,0
9,4,3,2,2,0
9,5,3,2,2,28.6743
9,6,3,2,2,27.7339
9,7,3,2,2,26.1524
9,8,3,2,2,0
9,1,3,2,3,0
9,2,3,2,3,0
9,3,3,2,3,0
9,4,3,2,3,0
9,5,3,2,3,0
9,6,3,2,3,0
9,7,3,2,3,0
9,8,3,2,3,0
9,1,3,2,4,0
9,2,3,2,4,0
9,3,3,2,4,0
9,4,3,2,4,0
9,5,3,2,4,0
9,6,3,2,4,0
9,7,3,2,4,0
9,8,3,2,4,0
1,2,4,1,1,261.738
1,3,4,1,1,122.4
1,4,4,1,1,228.572
1,5,4,1,1,155.173
1,6,4,1,1,105.727
1,7,4,1,1,1759.39
1,8,4,1,1,133.993
1,9,4,1,1,0
1,2,4,1,2,939.873
1,3,4,1,2,463.576
1,4,4,1,2,540.524
1,5,4,1,2,1355.58
1,6,4,1,2,319.768
1,7,4,1,2,2721.53
1,8,4,1,2,728.686
1,9,4,1,2,64.0368
1,2,4,1,3,685.715
1,3,4,1,3,225.119
1,4,4,1,3,423.045
1,5,4,1,3,851.026
1,6,4,1,3,205.807
1,7,4,1,3,3803.14
1,8,4,1,3,244.798
1,9,4,1,3,323.572
1,2,4,1,4,396.676
1,3,4,1,4,381.646
1,4,4,1,4,250.758
1,5,4,1,4,429.092
1,6,4,1,4,235.329
1,7,4,1,4,2048.13
1,8,4,1,4,364.93
1,9,4,1,4,130.641
1,2,4,2,1,65.1064
1,3,4,2,1,38.5729
1,4,4,2,1,71.1977
1,5,4,2,1,300.335
1,6,4,2,1,100.219
1,7,4,2,1,1750.08
1,8,4,2,1,470.763
1,9,4,2,1,67.4389
1,2,4,2,2,589.569
1,3,4,2,2,274.07
1,4,4,2,2,383.514
1,5,4,2,2,1045.91
1,6,4,2,2,422.926
1,7,4,2,2,3383.1
1,8,4,2,2,642.966
1,9,4,2,2,133.64
1,2,4,2,3,629.116
1,3,4,2,3,347.55
1,4,4,2,3,793.55
1,5,4,2,3,1360.71
1,6,4,2,3,328.186
1,7,4,2,3,3440.85
1,8,4,2,3,247.631
1,9,4,2,3,371.071
1,2,4,2,4,447.117
1,3,4,2,4,245.52
1,4,4,2,4,315.199
1,5,4,2,4,994.334
1,6,4,2,4,305.556
1,7,4,2,4,2661.91
1,8,4,2,4,336.316
1,9,4,2,4,173.268
2,1,4,1,1,119.758
2,3,4,1,1,86.2709
2,4,4,1,1,22.4545
2,5,4,1,1,36.9926
2,6,4,1,1,27.1022
2,7,4,1,1,296.485
2,8,4,1,1,0
2,9,4,1,1,22.4545
2,1,4,1,2,396.837
2,3,4,1,2,72.2481
2,4,4,1,2,295.11
2,5,4,1,2,212.826
2,6,4,1,2,128.745
2,7,4,1,2,954.145
2,8,4,1,2,108.371
2,9,4,1,2,16.8897
2,1,4,1,3,507.345
2,3,4,1,3,48.5365
2,4,4,1,3,191.663
2,5,4,1,3,113.77
2,6,4,1,3,33.8519
2,7,4,1,3,628.262
2,8,4,1,3,41.9868
2,9,4,1,3,0
2,1,4,1,4,182.511
2,3,4,1,4,1.66925
2,4,4,1,4,195.9
2,5,4,1,4,213.552
2,6,4,1,4,0
2,7,4,1,4,355.808
2,8,4,1,4,74.8307
2,9,4,1,4,93.7026
2,1,4,2,1,374.478
2,3,4,2,1,141.617
2,4,4,2,1,0
2,5,4,2,1,205.917
2,6,4,2,1,67.6797
2,7,4,2,1,373.057
2,8,4,2,1,0
2,9,4,2,1,23.6393
2,1,4,2,2,416.452
2,3,4,2,2,82.3462
2,4,4,2,2,157.167
2,5,4,2,2,132.66
2,6,4,2,2,73.723
2,7,4,2,2,1104.42
2,8,4,2,2,52.1983
2,9,4,2,2,17.2227
2,1,4,2,3,422.63
2,3,4,2,3,43.2475
2,4,4,2,3,179.631
2,5,4,2,3,116.781
2,6,4,2,3,63.1544
2,7,4,2,3,602.556
2,8,4,2,3,143.92
2,9,4,2,3,15.5187
2,1,4,2,4,188.612
2,3,4,2,4,0
2,4,4,2,4,162.143
2,5,4,2,4,352.266
2,6,4,2,4,0
2,7,4,2,4,440.681
2,8,4,2,4,0
2,9,4,2,4,107.084
3,1,4,1,1,43.5358
3,2,4,1,1,0
3,4,4,1,1,136.34
3,5,4,1,1,28.6969
3,6,4,1,1,24.2566
3,7,4,1,1,28.313
3,8,4,1,1,13.5306
3,9,4,1,1,39.0029
3,1,4,1,2,232.549
3,2,4,1,2,235.25
3,4,4,1,2,391.644
3,5,4,1,2,49.567
3,6,4,1,2,150.977
3,7,4,1,2,270.887
3,8,4,1,2,47.9946
3,9,4,1,2,38.9423
3,1,4,1,3,50.3857
3,2,4,1,3,18.1556
3,4,4,1,3,148.718
3,5,4,1,3,97.6073
3,6,4,1,3,19.5116
3,7,4,1,3,190.288
3,8,4,1,3,10.7155
3,9,4,1,3,9.34598
3,1,4,1,4,90.9863
3,2,4,1,4,7.92351
3,4,4,1,4,80.3709
3,5,4,1,4,0
3,6,4,1,4,0
3,7,4,1,4,90.4396
3,8,4,1,4,32.0267
3,9,4,1,4,35.9929
3,1,4,2,1,39.4125
3,2,4,2,1,0
3,4,4,2,1,87.5666
3,5,4,2,1,35.7818
3,6,4,2,1,137.51
3,7,4,2,1,108.217
3,8,4,2,1,0
3,9,4,2,1,40.7554
3,1,4,2,2,193.382
3,2,4,2,2,230.468
3,4,4,2,2,558.674
3,5,4,2,2,57.1497
3,6,4,2,2,122.215
3,7,4,2,2,384.628
3,8,4,2,2,44.1588
3,9,4,2,2,27.5924
3,1,4,2,3,266.593
3,2,4,2,3,61.5587
3,4,4,2,3,158.609
3,5,4,2,3,68.8687
3,6,4,2,3,64.2155
3,7,4,2,3,179.563
3,8,4,2,3,30.1299
3,9,4,2,3,49.0986
3,1,4,2,4,174.648
3,2,4,2,4,0
3,4,4,2,4,91.8897
3,5,4,2,4,0
3,6,4,2,4,0
3,7,4,2,4,123.194
3,8,4,2,4,7.20996
3,9,4,2,4,36.7501
4,1,4,1,1,0
4,2,4,1,1,15.946
4,3,4,1,1,114.812
4,5,4,1,1,37.7078
4,6,4,1,1,81.9458
4,7,4,1,1,342.623
4,8,4,1,1,91.899
4,9,4,1,1,0
4,1,4,1,2,365.117
4,2,4,1,2,77.6149
4,3,4,1,2,489.868
4,5,4,1,2,244.466
4,6,4,1,2,229.6
4,7,4,1,2,618.589
4,8,4,1,2,220.248
4,9,4,1,2,113.63
4,1,4,1,3,68.4734
4,2,4,1,3,21.3018
4,3,4,1,3,136.812
4,5,4,1,3,125.629
4,6,4,1,3,180.152
4,7,4,1,3,613.974
4,8,4,1,3,42.7977
4,9,4,1,3,46.8603
4,1,4,1,4,65.3178
4,2,4,1,4,45.1819
4,3,4,1,4,68.0305
4,5,4,1,4,37.6995
4,6,4,1,4,68.3647
4,7,4,1,4,226.024
4,8,4,1,4,47.1919
4,9,4,1,4,29.6955
4,1,4,2,1,20.9745
4,2,4,2,1,0
4,3,4,2,1,89.5885
4,5,4,2,1,54.0113
4,6,4,2,1,35.3585
4,7,4,2,1,118.274
4,8,4,2,1,35.3335
4,9,4,2,1,51.5558
4,1,4,2,2,200.979
4,2,4,2,2,95.9375
4,3,4,2,2,303.691
4,5,4,2,2,284.478
4,6,4,2,2,207.575
4,7,4,2,2,1014.94
4,8,4,2,2,262.141
4,9,4,2,2,79.191
4,1,4,2,3,48.9185
4,2,4,2,3,55.3289
4,3,4,2,3,152.744
4,5,4,2,3,150.484
4,6,4,2,3,300.169
4,7,4,2,3,590.699
4,8,4,2,3,72.9404
4,9,4,2,3,92.4598
4,1,4,2,4,69.7057
4,2,4,2,4,36.0259
4,3,4,2,4,101.781
4,5,4,2,4,47.0176
4,6,4,2,4,145.256
4,7,4,2,4,243.814
4,8,4,2,4,73.1279
4,9,4,2,4,81.3663
5,1,4,1,1,117.59
5,2,4,1,1,40.9739
5,3,4,1,1,0
5,4,4,1,1,201.813
5,6,4,1,1,0
5,7,4,1,1,499.506
5,8,4,1,1,22.3255
5,9,4,1,1,0
5,1,4,1,2,262.676
5,2,4,1,2,98.7122
5,3,4,1,2,34.7412
5,4,4,1,2,161.904
5,6,4,1,2,0
5,7,4,1,2,1318.69
5,8,4,1,2,141.237
5,9,4,1,2,135.2
5,1,4,1,3,125.856
5,2,4,1,3,94.2064
5,3,4,1,3,18.1469
5,4,4,1,3,68.9112
5,6,4,1,3,31.8428
5,7,4,1,3,1071.6
5,8,4,1,3,105.041
5,9,4,1,3,50.0912
5,1,4,1,4,88.6813
5,2,4,1,4,59.5871
5,3,4,1,4,0
5,4,4,1,4,47.6809
5,6,4,1,4,26.5369
5,7,4,1,4,524.545
5,8,4,1,4,59.0449
5,9,4,1,4,0
5,1,4,2,1,170.024
5,2,4,2,1,0
5,3,4,2,1,0
5,4,4,2,1,121.917
5,6,4,2,1,0
5,7,4,2,1,937.835
5,8,4,2,1,29.8754
5,9,4,2,1,36.2379
5,1,4,2,2,389.241
5,2,4,2,2,64.0619
5,3,4,2,2,22.7524
5,4,4,2,2,160.544
5,6,4,2,2,135.653
5,7,4,2,2,1909.07
5,8,4,2,2,172.337
5,9,4,2,2,122.109
5,1,4,2,3,185.274
5,2,4,2,3,86.3784
5,3,4,2,3,18.5027
5,4,4,2,3,84.7927
5,6,4,2,3,19.7665
5,7,4,2,3,1129.77
5,8,4,2,3,84.4868
5,9,4,2,3,62.2428
5,1,4,2,4,128.354
5,2,4,2,4,95.2944
5,3,4,2,4,0
5,4,4,2,4,76.1486
5,6,4,2,4,21.4025
5,7,4,2,4,649.2
5,8,4,2,4,90.4381
5,9,4,2,4,21.1405
6,1,4,1,1,0
6,2,4,1,1,0
6,3,4,1,1,57.9023
6,4,4,1,1,66.5775
6,5,4,1,1,46.6158
6,7,4,1,1,364.373
6,8,4,1,1,54.1902
6,9,4,1,1,85.3869
6,1,4,1,2,119.739
6,2,4,1,2,0
6,3,4,1,2,126.219
6,4,4,1,2,745.342
6,5,4,1,2,0
6,7,4,1,2,1601.29
6,8,4,1,2,176.298
6,9,4,1,2,424.897
6,1,4,1,3,133.212
6,2,4,1,3,70.6516
6,3,4,1,3,141.659
6,4,4,1,3,414.933
6,5,4,1,3,116.763
6,7,4,1,3,1223.81
6,8,4,1,3,62.0577
6,9,4,1,3,189.998
6,1,4,1,4,47.2963
6,2,4,1,4,0
6,3,4,1,4,95.2639
6,4,4,1,4,113.101
6,5,4,1,4,0
6,7,4,1,4,214.913
6,8,4,1,4,13.1365
6,9,4,1,4,69.6431
6,1,4,2,1,0
6,2,4,2,1,0
6,3,4,2,1,197.083
6,4,4,2,1,62.4251
6,5,4,2,1,30.719
6,7,4,2,1,543.58
6,8,4,2,1,85.6202
6,9,4,2,1,114.639
6,1,4,2,2,375.994
6,2,4,2,2,43.6183
6,3,4,2,2,282.756
6,4,4,2,2,490.452
6,5,4,2,2,149.154
6,7,4,2,2,1919.56
6,8,4,2,2,376.479
6,9,4,2,2,543.243
6,1,4,2,3,121.505
6,2,4,2,3,222.064
6,3,4,2,3,81.9115
6,4,4,2,3,445.386
6,5,4,2,3,90.2637
6,7,4,2,3,561.731
6,8,4,2,3,109.826
6,9,4,2,3,293.093
6,1,4,2,4,21.2876
6,2,4,2,4,28.2326
6,3,4,2,4,47.6418
6,4,4,2,4,148.46
6,5,4,2,4,12.8894
6,7,4,2,4,277.093
6,8,4,2,4,52.197
6,9,4,2,4,27.7444
7,1,4,1,1,696.039
7,2,4,1,1,150.743
7,3,4,1,1,48.9149
7,4,4,1,1,323.383
7,5,4,1,1,283.863
7,6,4,1,1,289.152
7,8,4,1,1,195.846
7,9,4,1,1,205.856
7,1,4,1,2,1391.79
7,2,4,1,2,415.402
7,3,4,1,2,264.056
7,4,4,1,2,747.304
7,5,4,1,2,547.851
7,6,4,1,2,1223.77
7,8,4,1,2,1283.99
7,9,4,1,2,764.715
7,1,4,1,3,1120.39
7,2,4,1,3,523.25
7,3,4,1,3,195.928
7,4,4,1,3,739.206
7,5,4,1,3,1057.65
7,6,4,1,3,705.645
7,8,4,1,3,897.131
7,9,4,1,3,562.032
7,1,4,1,4,99.2323
7,2,4,1,4,159.675
7,3,4,1,4,52.0547
7,4,4,1,4,374.528
7,5,4,1,4,574.727
7,6,4,1,4,279.402
7,8,4,1,4,335.946
7,9,4,1,4,214.458
7,1,4,2,1,142.101
7,2,4,2,1,141.191
7,3,4,2,1,74.2018
7,4,4,2,1,291.499
7,5,4,2,1,603.846
7,6,4,2,1,394.061
7,8,4,2,1,392.347
7,9,4,2,1,246.891
7,1,4,2,2,994.925
7,2,4,2,2,423.083
7,3,4,2,2,444.579
7,4,4,2,2,809.858
7,5,4,2,2,1289.59
7,6,4,2,2,1630.28
7,8,4,2,2,1624.85
7,9,4,2,2,836.092
7,1,4,2,3,1252.7
7,2,4,2,3,719.501
7,3,4,2,3,177.961
7,4,4,2,3,631.246
7,5,4,2,3,1147.85
7,6,4,2,3,1253.65
7,8,4,2,3,729.625
7,9,4,2,3,659.243
7,1,4,2,4,217.981
7,2,4,2,4,302.208
7,3,4,2,4,84.6883
7,4,4,2,4,478.455
7,5,4,2,4,712.893
7,6,4,2,4,502.619
7,8,4,2,4,505.601
7,9,4,2,4,343.917
8,1,4,1,1,0
8,2,4,1,1,0
8,3,4,1,1,34.1563
8,4,4,1,1,0
8,5,4,1,1,81.3509
8,6,4,1,1,149.325
8,7,4,1,1,652.101
8,9,4,1,1,127.244
8,1,4,1,2,33.2312
8,2,4,1,2,0
8,3,4,1,2,96.2066
8,4,4,1,2,196.414
8,5,4,1,2,107.894
8,6,4,1,2,395.16
8,7,4,1,2,876.643
8,9,4,1,2,327.903
8,1,4,1,3,48.6049
8,2,4,1,3,108.596
8,3,4,1,3,25.3873
8,4,4,1,3,105.207
8,5,4,1,3,123.005
8,6,4,1,3,294.66
8,7,4,1,3,787.36
8,9,4,1,3,61.4398
8,1,4,1,4,0
8,2,4,1,4,0
8,3,4,1,4,0
8,4,4,1,4,41.7389
8,5,4,1,4,50.5126
8,6,4,1,4,61.3969
8,7,4,1,4,106.601
8,9,4,1,4,0
8,1,4,2,1,0
8,2,4,2,1,0
8,3,4,2,1,32.8859
8,4,4,2,1,0
8,5,4,2,1,159.598
8,6,4,2,1,104.952
8,7,4,2,1,523.512
8,9,4,2,1,40.7138
8,1,4,2,2,101.43
8,2,4,2,2,60.6088
8,3,4,2,2,32.469
8,4,4,2,2,40.3877
8,5,4,2,2,90.4616
8,6,4,2,2,382.377
8,7,4,2,2,1305.35
8,9,4,2,2,362.91
8,1,4,2,3,71.6697
8,2,4,2,3,34.2744
8,3,4,2,3,46.8096
8,4,4,2,3,32.7657
8,5,4,2,3,145.596
8,6,4,2,3,140.457
8,7,4,2,3,538.205
8,9,4,2,3,82.3117
8,1,4,2,4,34.2902
8,2,4,2,4,0
8,3,4,2,4,28.3648
8,4,4,2,4,46.3208
8,5,4,2,4,16.7794
8,6,4,2,4,110.146
8,7,4,2,4,271.222
8,9,4,2,4,43.471
9,1,4,1,1,49.7213
9,2,4,1,1,0
9,3,4,1,1,0
9,4,4,1,1,116.889
9,5,4,1,1,19.6161
9,6,4,1,1,145.781
9,7,4,1,1,413.05
9,8,4,1,1,250.395
9,1,4,1,2,128.77
9,2,4,1,2,8.08317
9,3,4,1,2,172.187
9,4,4,1,2,196.996
9,5,4,1,2,84.0459
9,6,4,1,2,246.698
9,7,4,1,2,387.395
9,8,4,1,2,341.526
9,1,4,1,3,38.7688
9,2,4,1,3,56.9309
9,3,4,1,3,0
9,4,4,1,3,146.361
9,5,4,1,3,39.0531
9,6,4,1,3,361.456
9,7,4,1,3,525.323
9,8,4,1,3,519.074
9,1,4,1,4,0
9,2,4,1,4,0
9,3,4,1,4,0
9,4,4,1,4,37.882
9,5,4,1,4,55.2659
9,6,4,1,4,98.99
9,7,4,1,4,293.288
9,8,4,1,4,87.3044
9,1,4,2,1,54.152
9,2,4,2,1,43.3467
9,3,4,2,1,47.4745
9,4,4,2,1,32.3071
9,5,4,2,1,19.0687
9,6,4,2,1,160.054
9,7,4,2,1,170.959
9,8,4,2,1,139.291
9,1,4,2,2,179.744
9,2,4,2,2,32.2201
9,3,4,2,2,90.6746
9,4,4,2,2,117.385
9,5,4,2,2,82.8959
9,6,4,2,2,363.884
9,7,4,2,2,743.591
9,8,4,2,2,432.192
9,1,4,2,3,14.117
9,2,4,2,3,0
9,3,4,2,3,61.7243
9,4,4,2,3,81.4112
9,5,4,2,3,17.0388
9,6,4,2,3,123.009
9,7,4,2,3,557.055
9,8,4,2,3,260.489
9,1,4,2,4,0
9,2,4,2,4,0
9,3,4,2,4,0
9,4,4,2,4,59.4618
9,5,4,2,4,51.8322
9,6,4,2,4,12.084
9,7,4,2,4,273.716
9,8,4,2,4,69.8212
